A0;A0_1;A0_7;A1;Residencia;CCAA;A14;A15;A16;A13_1;Factor
1;20160701016955;2;2;13;09;9;1;6;2;22.849184559
1;20160701019352;2;2;13;04;1;1;1;4;626.45459004
2;20160701001944;2;2;13;04;1;1;1;3;384.26080615
1;20160701028284;2;2;13;10;3;1;6;5;386.54968803
2;20160701011112;2;2;13;05;1;1;1;4;191.58222551
2;20160701003542;2;2;13;09;1;3;1;4;343.38563687
2;20160701002050;2;2;13;04;1;1;1;5;384.26080615
1;20160701028593;3;2;13;98;0;1;6;1;76.69670264
1;20160701028489;2;2;13;13;1;2;6;3;92.305214076
1;20160701017312;2;2;13;13;1;2;6;5;126.88229443
1;20160701022903;3;2;13;98;0;1;1;1;76.69670264
1;20160701000220;3;3;13;04;0;1;1;1;143.41332383
1;20160700036789;2;2;13;16;8;1;6;6;53.184409741
2;20160701018700;3;4;13;98;0;5;0;1;40.880027792
2;20160701000640;2;2;13;05;1;1;1;4;168.41069853
1;20160701012466;2;3;13;06;6;1;6;5;19.596227863
1;20160700036850;2;2;13;16;1;1;6;4;30.89650204
2;20160701002043;2;2;13;04;1;1;1;4;384.26080615
1;20160701030960;2;2;13;13;6;3;6;6;126.01608088
2;20160701011047;2;2;13;05;1;1;1;4;191.58222551
1;20160701026221;3;3;13;04;0;1;1;1;143.41332383
1;20160701012845;2;2;13;05;1;1;1;5;195.34846607
2;20160701020534;2;2;13;09;1;1;6;5;304.7794857
2;20160701011108;2;2;13;05;1;1;1;5;191.58222551
2;20160701005407;2;2;13;05;1;1;1;4;191.58222551
1;20160701014978;3;3;13;04;0;1;1;1;143.41332383
2;20160701001943;2;2;13;04;1;1;1;4;384.26080615
2;20160700037573;2;3;13;15;6;2;1;4;17.245255137
1;20160701019325;2;2;13;04;1;1;1;4;626.45459004
2;20160701011110;2;2;13;05;1;1;1;4;191.58222551
2;20160703011110;2;2;13;05;1;1;1;4;191.58222551
1;20160701032581;3;3;13;01;0;1;1;1;53.836607309
2;20160702016017;2;2;13;04;1;1;1;4;166.47428574
1;20160703026290;3;3;13;04;0;1;1;1;143.41332383
2;20160702027052;2;2;13;09;2;1;6;4;187.34038165
1;20160701036808;2;2;13;03;2;1;6;5;53.679351656
1;20160702019384;2;2;13;04;2;1;6;4;529.93533267
2;20160703020728;3;2;13;98;0;5;0;1;72.427025414
1;20160703019321;2;2;13;04;1;1;1;4;626.45459004
1;20160701032620;3;3;13;01;0;1;1;1;53.836607309
2;20160702034736;2;4;13;13;2;1;6;2;74.531219797
1;20160703032827;3;3;13;09;0;1;1;1;143.41332383
1;20160703015068;3;3;13;04;0;1;1;1;143.41332383
1;20160701035437;2;4;13;09;8;1;6;5;61.059846466
1;20160702015068;3;3;13;04;0;1;1;1;143.41332383
2;20160703003542;2;2;13;09;1;3;1;4;343.38563687
1;20160703032620;3;3;13;01;0;1;1;1;53.836607309
1;20160702015070;3;3;13;04;0;1;1;1;143.41332383
2;20160703016016;2;2;13;04;1;1;1;4;166.47428574
1;20160702036808;2;2;13;03;2;1;6;5;53.679351656
1;20160702015056;3;3;13;04;0;1;1;1;143.41332383
1;20160702032620;3;3;13;01;0;1;1;1;53.836607309
2;20160703000640;2;2;13;05;1;1;1;4;168.41069853
1;20160702009804;3;2;13;98;0;1;6;1;218.50579409
2;20160702025629;2;2;13;09;1;1;6;4;387.74621337
1;20160703015070;3;3;13;04;0;1;1;1;143.41332383
1;20160703028284;2;2;13;10;3;1;6;5;386.54968803
2;20160702011047;2;2;13;05;1;1;1;4;191.58222551
1;20160702026283;3;3;13;04;0;1;1;1;143.41332383
1;20160703032569;3;3;13;01;0;1;1;1;53.836607309
1;20160702000220;3;3;13;04;0;1;1;1;143.41332383
1;20160703026283;3;3;13;04;0;1;1;1;143.41332383
1;20160702014978;3;3;13;04;0;1;1;1;143.41332383
2;20160702016450;3;3;13;10;0;1;1;1;143.41332383
1;20160702019309;2;2;13;04;2;1;6;4;529.93533267
2;20160702011111;2;2;13;05;1;1;1;4;191.58222551
2;20160702004644;2;2;13;05;1;1;1;4;195.34846607
1;20160703028496;2;2;13;13;1;1;6;4;92.075163449
2;20160703016450;3;3;13;10;0;1;1;1;143.41332383
1;20160701032532;3;3;13;01;0;1;1;1;53.836607309
1;20160702032827;3;3;13;09;0;1;1;1;143.41332383
1;20160702026221;3;3;13;04;0;1;1;1;143.41332383
1;20160702028593;3;2;13;98;0;1;6;1;76.69670264
1;20160703014978;3;3;13;04;0;1;1;1;143.41332383
1;20160701038779;2;4;13;09;1;1;6;3;111.67866059
1;20160701032569;3;3;13;01;0;1;1;1;53.836607309
2;20160702011110;2;2;13;05;1;1;1;4;191.58222551
2;20160701034736;2;4;13;13;2;1;6;2;74.531219797
1;20160703000220;3;3;13;04;0;1;1;1;143.41332383
1;20160702028490;2;2;13;13;1;1;6;4;92.075163449
1;20160701034411;2;2;13;12;1;1;6;4;447.06510098
1;20160703032589;3;3;13;05;0;1;1;1;53.836607309
2;20160702020536;2;2;13;09;1;1;6;4;304.7794857
1;20160702015019;3;3;13;04;0;1;1;1;143.41332383
2;20160702014564;3;2;13;98;0;5;0;1;87.465098469
1;20160703009804;3;2;13;98;0;1;6;1;218.50579409
1;20160703032581;3;3;13;01;0;1;1;1;53.836607309
1;20160702028284;2;2;13;10;3;1;6;5;386.54968803
1;20160701036850;2;2;13;16;1;1;6;4;30.89650204
2;20160703020534;2;2;13;09;1;1;6;5;304.7794857
2;20160702000640;2;2;13;05;1;1;1;4;168.41069853
2;20160703034736;2;4;13;13;2;1;6;2;74.531219797
2;20160702020534;2;2;13;09;1;1;6;5;304.7794857
1;20160702028496;2;2;13;13;1;1;6;4;92.075163449
1;20160701036205;2;2;13;13;1;1;6;3;243.95742718
1;20160702008037;2;2;13;13;1;1;6;4;114.97992928
2;20160702020728;3;2;13;98;0;5;0;1;72.427025414
2;20160703016017;2;2;13;04;1;1;1;4;166.47428574
1;20160702032589;3;3;13;05;0;1;1;1;53.836607309
1;20160701032589;3;3;13;05;0;1;1;1;53.836607309
1;20160702019321;2;2;13;04;1;1;1;4;626.45459004
2;20160701031820;2;2;13;16;1;1;6;4;108.53480118
1;20160703015019;3;3;13;04;0;1;1;1;143.41332383
2;20160702003542;2;2;13;09;1;3;1;4;343.38563687
2;20160703025765;2;2;13;09;1;1;6;4;387.74621337
1;20160701032827;3;3;13;09;0;1;1;1;143.41332383
1;20160702026290;3;3;13;04;0;1;1;1;143.41332383
2;20160702016016;2;2;13;04;1;1;1;4;166.47428574
2;20160702025765;2;2;13;09;1;1;6;4;387.74621337
1;20160703015056;3;3;13;04;0;1;1;1;143.41332383
1;20160702032569;3;3;13;01;0;1;1;1;53.836607309
1;20160701032577;3;3;13;01;0;1;1;1;53.836607309
1;20160702032581;3;3;13;01;0;1;1;1;53.836607309
2;20160700020534;2;2;13;09;1;1;6;5;304.7794857
2;20160700027944;3;2;13;98;0;5;0;1;110.62631993
1;20160700032620;3;3;13;01;0;1;1;1;53.836607309
1;20160700028577;2;2;13;13;1;1;6;4;92.075163449
1;20160700035437;2;4;13;09;8;1;6;5;61.059846466
1;20160700019352;2;2;13;04;1;1;1;4;626.45459004
2;20160700034736;2;4;13;13;2;1;6;2;74.531219797
2;20160700015314;2;1;13;01;3;1;6;4;464.14763265
2;20160700016078;2;2;13;04;8;4;6;5;140.0050452
1;20160700028502;3;2;13;98;0;1;6;1;76.69670264
2;20160700015576;2;2;13;01;1;1;1;4;257.86590918
2;20160700026255;2;3;13;16;3;1;6;3;42.89543611
2;20160700027052;2;2;13;09;2;1;6;4;187.34038165
2;20160700032314;2;2;13;09;2;1;6;4;187.34038165
1;20160700026283;3;3;13;04;0;1;1;1;143.41332383
1;20160700032569;3;3;13;01;0;1;1;1;53.836607309
2;20160700016016;2;2;13;04;1;1;1;4;166.47428574
1;20160700017312;2;2;13;13;1;2;6;5;126.88229443
1;20160700019297;2;2;13;04;1;1;6;4;621.46489947
1;20160700028580;3;2;13;98;0;1;6;1;76.69670264
2;20160700016450;3;3;13;10;0;1;1;1;143.41332383
2;20160700027114;2;2;13;01;1;1;6;5;289.35233697
1;20160700015019;3;3;13;04;0;1;1;1;143.41332383
1;20160700015073;3;3;13;04;0;1;1;1;143.41332383
1;20160700028496;2;2;13;13;1;1;6;4;92.075163449
1;20160700032827;3;3;13;09;0;1;1;1;143.41332383
1;20160700023377;2;1;13;07;1;1;6;3;3689.937043
2;20160700028534;3;2;13;98;0;5;0;1;76.69670264
1;20160700015070;3;3;13;04;0;1;1;1;143.41332383
1;20160700024367;3;2;13;98;0;1;6;1;76.69670264
1;20160700032589;3;3;13;05;0;1;1;1;53.836607309
1;20160700028493;2;2;13;13;2;3;6;6;74.682863424
1;20160700028593;3;2;13;98;0;1;6;1;76.69670264
2;20160700015575;2;2;13;01;7;2;6;5;217.30840668
1;20160700014978;3;3;13;04;0;1;1;1;143.41332383
2;20160700014564;3;2;13;98;0;5;0;1;87.465098469
1;20160700030882;2;2;13;13;1;1;6;4;155.36296699
1;20160700034411;2;2;13;12;1;1;6;4;447.06510098
1;20160700019321;2;2;13;04;1;1;1;4;626.45459004
1;20160700017355;2;2;13;13;1;1;6;4;197.73011496
1;20160700030960;2;2;13;13;6;3;6;6;126.01608088
2;20160700035061;3;2;13;98;0;5;0;1;203.21148015
2;20160700021786;2;2;13;16;8;4;6;4;29.29651459
2;20160700020536;2;2;13;09;1;1;6;4;304.7794857
1;20160700024271;2;2;13;13;1;2;6;3;92.305214076
2;20160700016079;2;2;13;04;1;1;1;4;166.47428574
2;20160700020614;2;2;13;05;1;1;1;5;252.63316181
1;20160700019309;2;2;13;04;2;1;6;4;529.93533267
2;20160700031820;2;2;13;16;1;1;6;4;108.53480118
2;20160700024862;2;2;13;04;1;1;1;4;111.38772301
1;20160700032532;3;3;13;01;0;1;1;1;53.836607309
2;20160700016018;2;2;13;04;8;1;6;4;139.52676432
1;20160700028284;2;2;13;10;3;1;6;5;386.54968803
1;20160700028490;2;2;13;13;1;1;6;4;92.075163449
2;20160700020728;3;2;13;98;0;5;0;1;72.427025414
2;20160700026062;2;1;13;01;1;1;6;4;2102.8268386
2;20160700027113;3;2;13;09;0;1;1;1;233.47097611
1;20160700028499;3;2;13;98;0;1;6;1;76.69670264
2;20160700020537;2;2;13;09;1;1;6;4;304.7794857
2;20160700031644;2;2;13;09;8;1;6;4;99.717486244
1;20160700033186;2;2;13;02;8;4;6;4;77.516732536
1;20160700018699;3;4;13;98;0;5;6;1;40.880027792
1;20160700028583;3;2;13;98;0;1;1;1;76.69670264
1;20160700022903;3;2;13;98;0;1;1;1;76.69670264
1;20160700026221;3;3;13;04;0;1;1;1;143.41332383
1;20160700036205;2;2;13;13;1;1;6;3;243.95742718
1;20160700015020;3;3;13;04;0;1;1;1;143.41332383
1;20160700019384;2;2;13;04;2;1;6;4;529.93533267
1;20160700024269;2;2;13;01;1;2;6;3;95.291579084
1;20160700019325;2;2;13;04;1;1;1;4;626.45459004
1;20160700028489;2;2;13;13;1;2;6;3;92.305214076
2;20160700025765;2;2;13;09;1;1;6;4;387.74621337
2;20160700028532;2;2;13;05;8;4;6;3;132.1268827
1;20160700026290;3;3;13;04;0;1;1;1;143.41332383
1;20160700015056;3;3;13;04;0;1;1;1;143.41332383
2;20160700020613;3;2;13;98;0;5;0;1;209.60211455
2;20160700025629;2;2;13;09;1;1;6;4;387.74621337
2;20160700015656;2;2;13;01;1;1;6;5;255.81201555
1;20160700016955;2;2;13;09;9;1;6;2;22.849184559
1;20160700032581;3;3;13;01;0;1;1;1;53.836607309
2;20160700020533;2;2;13;09;6;1;6;4;168.18767278
2;20160700016077;2;2;13;04;1;1;1;4;166.47428574
2;20160700016017;2;2;13;04;1;1;1;4;166.47428574
1;20160700032577;3;3;13;01;0;1;1;1;53.836607309
2;20160700018700;3;4;13;98;0;5;0;1;40.880027792
1;20160700015068;3;3;13;04;0;1;1;1;143.41332383
2;20160700023460;2;2;13;16;1;1;6;4;108.53480118
1;20160700031545;2;2;13;10;1;2;6;2;179.23624833
1;20150700113327;2;1;13;16;3;1;6;4;527.71625514
1;20160700009804;3;2;13;98;0;1;6;1;218.50579409
2;20160700000640;2;2;13;05;1;1;1;4;168.41069853
1;20150700084676;2;2;13;05;1;1;1;4;60.076488002
1;20150700043016;2;2;13;04;2;1;6;4;166.65496526
2;20160700011048;2;2;13;05;1;1;1;4;191.58222551
1;20150700043202;2;2;13;04;1;1;6;4;195.4393392
1;20150700024481;2;2;13;01;3;1;6;4;990.63224259
2;20160700005356;2;2;13;05;1;1;1;4;191.58222551
2;20160700003907;2;2;13;09;1;1;1;4;135.63930011
1;20150700043019;2;2;13;04;2;1;6;4;166.65496526
2;0715EVC0007711;3;1;13;98;0;5;0;1;533.25866864
2;20160700006151;3;3;13;09;0;1;1;1;143.41332383
2;20160700011111;2;2;13;05;1;1;1;4;191.58222551
1;20150700111386;2;1;13;03;3;1;6;5;562.68239246
2;20160700001944;2;2;13;04;1;1;1;3;384.26080615
2;20160700003541;2;2;13;09;1;1;6;3;339.48686146
1;20150700043209;2;2;13;04;2;1;6;4;166.65496526
1;20160700008828;2;2;13;05;1;1;1;5;163.61965204
2;20160700011047;2;2;13;05;1;1;1;4;191.58222551
2;20160700002050;2;2;13;04;1;1;1;5;384.26080615
2;20160700001943;2;2;13;04;1;1;1;4;384.26080615
2;20160700003542;2;2;13;09;1;3;1;4;343.38563687
2;20160700004827;2;2;13;01;8;1;6;4;245.18779439
1;20160700007026;2;2;13;05;1;1;1;4;195.34846607
1;20150700043022;2;2;13;04;1;1;6;4;195.4393392
2;20160700011110;2;2;13;05;1;1;1;4;191.58222551
1;20160700006577;2;2;13;13;1;2;6;3;126.88229443
1;20150700043217;2;2;13;04;1;1;6;4;195.4393392
2;20160700005409;2;2;13;05;7;2;6;6;273.57259116
1;20160700012845;2;2;13;05;1;1;1;5;195.34846607
1;20150700043212;2;2;13;04;7;1;6;4;165.11834969
1;20160700012912;2;2;13;05;1;1;1;4;195.34846607
1;20160700012100;3;2;13;98;0;1;6;1;203.21148015
2;20160700008631;2;2;13;16;1;1;6;4;134.69981606
1;20150700043225;2;2;13;04;1;1;6;5;195.4393392
1;20150700043199;2;2;13;04;1;1;6;5;195.4393392
2;20160700004644;2;2;13;05;1;1;1;4;195.34846607
2;20160700002051;2;2;13;04;1;1;1;4;384.26080615
1;20160700007035;2;2;13;05;1;1;1;4;195.34846607
1;20150700043222;2;2;13;04;1;1;1;5;197.00850558
2;20160700005408;2;2;13;05;8;4;6;5;273.82620767
1;20160700000241;3;3;13;04;0;1;1;1;143.41332383
2;20160700011112;2;2;13;05;1;1;1;4;191.58222551
1;20160700012844;2;2;13;05;1;1;1;4;195.34846607
1;20160700012918;2;2;13;05;2;1;1;5;283.09979126
1;20150500079530;3;1;13;09;0;1;1;1;102.38039902
1;20150700081974;2;2;13;10;1;1;6;4;388.13977942
1;20160700012466;2;3;13;06;6;1;6;5;19.596227863
2;20160700000163;2;1;13;01;3;1;6;6;122.27126252
2;20160700004820;2;2;13;09;8;4;6;4;186.24929854
1;20150700081990;2;2;13;10;8;1;6;5;235.90525884
2;20160700002273;2;2;13;05;1;1;1;5;168.41069853
1;20160700000220;3;3;13;04;0;1;1;1;143.41332383
1;20160700008037;2;2;13;13;1;1;6;4;114.97992928
2;20160700003539;2;2;13;09;8;4;6;3;186.24929854
2;20160700005407;2;2;13;05;1;1;1;4;191.58222551
1;20160700013871;2;4;13;09;1;1;6;3;111.67866059
1;20150700113325;3;1;13;02;0;1;6;1;154.1274973
1;20150700087964;2;2;13;16;1;1;6;3;118.04409481
1;20160700000867;2;2;13;04;2;1;6;5;325.0568858
2;20160700002043;2;2;13;04;1;1;1;4;384.26080615
2;20160700011108;2;2;13;05;1;1;1;5;191.58222551
2;20160700012137;3;2;13;98;0;5;0;1;203.21148015
1;20110500083665;3;1;13;09;0;1;6;1;406.03691115
1;20160700012656;2;4;13;09;1;1;6;4;111.67866059
2;20160700003540;2;2;13;09;1;1;1;4;342.21257355
1;20150700081982;2;2;13;10;1;1;6;5;388.13977942
2;20160700004647;2;2;13;05;1;1;1;4;195.34846607
1;20160705000220;3;3;13;04;0;1;1;1;143.41332383
1;20160706015019;3;3;13;04;0;1;1;1;143.41332383
2;20160708003542;2;2;13;09;1;3;1;4;343.38563687
2;20160709000640;2;2;13;05;1;1;1;4;168.41069853
2;20160709003542;2;2;13;09;1;3;1;4;343.38563687
2;20160715003542;2;2;13;09;1;3;1;4;343.38563687
2;20160704003542;2;2;13;09;1;3;1;4;343.38563687
2;20160704000640;2;2;13;05;1;1;1;4;168.41069853
2;20160710000640;2;2;13;05;1;1;1;4;168.41069853
2;20160706020534;2;2;13;09;1;1;6;5;304.7794857
2;20160708000640;2;2;13;05;1;1;1;4;168.41069853
1;20160704000220;3;3;13;04;0;1;1;1;143.41332383
2;20160711003542;2;2;13;09;1;3;1;4;343.38563687
1;20160704015070;3;3;13;04;0;1;1;1;143.41332383
2;20160706003542;2;2;13;09;1;3;1;4;343.38563687
1;20160704028496;2;2;13;13;1;1;6;4;92.075163449
2;20160705000640;2;2;13;05;1;1;1;4;168.41069853
2;20160712003542;2;2;13;09;1;3;1;4;343.38563687
2;20160707003542;2;2;13;09;1;3;1;4;343.38563687
2;20160705003542;2;2;13;09;1;3;1;4;343.38563687
2;20160718003542;2;2;13;09;1;3;1;4;343.38563687
1;20160705019321;2;2;13;04;1;1;1;4;626.45459004
2;20160704020534;2;2;13;09;1;1;6;5;304.7794857
2;20160707000640;2;2;13;05;1;1;1;4;168.41069853
2;20160705020534;2;2;13;09;1;1;6;5;304.7794857
1;20160706015070;3;3;13;04;0;1;1;1;143.41332383
2;20160716003542;2;2;13;09;1;3;1;4;343.38563687
2;20160714003542;2;2;13;09;1;3;1;4;343.38563687
2;20160706000640;2;2;13;05;1;1;1;4;168.41069853
1;20160704036808;2;2;13;03;2;1;6;5;53.679351656
1;20160704009804;3;2;13;98;0;1;6;1;218.50579409
2;20160717003542;2;2;13;09;1;3;1;4;343.38563687
1;20160705015070;3;3;13;04;0;1;1;1;143.41332383
1;20160706019321;2;2;13;04;1;1;1;4;626.45459004
1;20160705015019;3;3;13;04;0;1;1;1;143.41332383
1;20160704015019;3;3;13;04;0;1;1;1;143.41332383
1;20160703036808;2;2;13;03;2;1;6;5;53.679351656
2;20160713003542;2;2;13;09;1;3;1;4;343.38563687
2;20160710003542;2;2;13;09;1;3;1;4;343.38563687
1;20160704019321;2;2;13;04;1;1;1;4;626.45459004
1;20160706018736;2;2;2;10;2;1;6;4;71.441877833
1;20160705011868;2;2;2;05;1;1;1;4;92.204729167
1;20160705013944;2;2;2;10;8;1;6;5;114.98721015
2;20160704035514;2;2;2;10;1;1;6;4;250.41381047
1;20160704027464;2;2;2;10;7;1;6;5;188.62587472
1;20160704034044;2;2;2;13;1;2;6;2;74.98075281
1;20160703034908;2;2;2;04;1;1;6;5;69.987674212
2;20160704035287;2;3;2;10;7;1;6;4;22.479663225
1;20160705011981;2;2;2;05;1;1;6;6;91.470321478
2;20160705013688;3;3;2;98;0;5;0;1;18.601874746
1;20160704016486;2;3;2;09;8;1;6;2;14.995171928
2;20160704034057;2;2;2;08;8;4;6;4;51.287385234
1;20160706021256;2;3;2;13;8;1;6;2;49.329897105
2;20160704026141;3;3;2;98;0;5;0;1;49.02649546
1;20160704012302;2;3;2;10;1;1;6;3;22.023773329
2;20160703035028;2;2;2;09;1;1;6;3;112.86721068
1;20160705018736;2;2;2;10;2;1;6;4;71.441877833
1;20160707018736;2;2;2;10;2;1;6;4;71.441877833
1;20160705019525;2;2;2;09;1;1;1;5;103.19693833
2;20160704014047;2;2;2;01;1;1;1;5;227.08238322
1;20160705020140;2;2;2;01;7;1;6;4;169.67351724
1;20160705000905;2;2;2;04;2;1;6;4;83.570078228
1;20160705022971;3;2;2;98;0;1;6;1;81.599508905
1;20160704018740;2;2;2;10;7;1;6;5;70.783159374
1;20160704034906;2;2;2;04;2;1;6;4;73.964164481
2;20160704006661;2;2;2;13;2;1;6;3;74.929335752
1;20160704021418;3;3;2;98;0;1;6;1;49.02649546
2;20160703035287;2;3;2;10;7;1;6;4;22.479663225
1;20160704034902;2;2;2;04;8;1;6;6;73.282189679
1;20160704021237;3;3;2;98;0;4;6;1;49.02649546
1;20160705016466;2;3;2;09;1;1;6;2;22.129541501
1;20160703035590;2;2;2;09;8;5;6;3;65.559400016
1;20160706030832;2;2;2;04;4;1;6;4;39.069327219
1;20160706016545;2;3;2;14;1;1;6;3;25.515002764
1;20160705030695;2;2;2;04;1;1;6;3;39.002952448
1;20160705025767;2;2;2;09;1;2;6;3;113.14921042
2;20160704026176;2;3;2;09;8;1;6;2;40.789708958
1;20160706034906;2;2;2;04;2;1;6;4;73.964164481
1;20160707022971;3;2;2;98;0;1;6;1;81.599508905
1;20160704019525;2;2;2;09;1;1;1;5;103.19693833
1;20160704008250;2;3;2;11;1;1;6;2;69.405642149
1;20160704030711;2;2;2;04;7;1;6;4;40.838930447
1;20160705013983;2;2;2;10;8;1;6;5;114.98721015
2;20160704000629;2;2;2;05;1;1;1;5;217.34708139
1;20160705021344;3;3;2;98;0;1;6;1;49.02649546
1;20160706009008;2;2;2;09;2;1;6;5;101.14628745
1;20160704020126;2;2;2;01;1;1;6;3;161.56552185
1;20160705034766;2;2;2;04;1;1;1;5;268.68617661
1;20160704035612;2;2;2;01;1;1;6;6;82.181449422
2;20160704024995;2;2;2;01;8;1;6;5;236.57880149
1;20160705011883;2;2;2;05;1;1;1;4;92.204729167
1;20160705009003;2;2;2;09;2;1;6;4;101.14628745
1;20160706000905;2;2;2;04;2;1;6;4;83.570078228
2;20160706024584;3;3;2;98;0;5;0;1;18.601874746
1;20160704033937;2;2;2;04;8;1;6;4;70.259069216
1;20160704033942;2;2;2;04;1;1;6;5;67.100462858
1;20160705016467;2;3;2;01;9;1;6;2;19.808054121
2;20160706027348;2;3;2;01;9;1;6;2;19.808054121
1;20160704021232;3;3;2;98;0;1;6;1;49.02649546
1;20160705002525;2;2;2;13;1;1;6;4;211.79067103
1;20160704020059;2;2;2;01;1;1;6;4;161.56552185
1;20160704027467;2;2;2;10;7;1;6;6;188.62587472
1;20160705011965;2;2;2;05;1;1;1;4;92.204729167
2;20160704010455;2;2;2;04;2;1;6;4;83.570078228
1;20160704008397;2;3;2;13;1;1;6;2;49.698960613
1;20160704009008;2;2;2;09;2;1;6;5;101.14628745
1;20160705018790;2;2;2;10;7;1;6;5;70.783159374
1;20160704021093;3;3;2;98;0;1;6;1;49.02649546
2;20160704019284;2;2;2;04;1;1;1;4;79.71205502
1;20160704008405;3;3;2;98;0;1;6;1;49.02649546
2;20160705014047;2;2;2;01;1;1;1;5;227.08238322
2;20160704026190;3;3;2;98;0;5;0;1;49.02649546
2;20160704010142;3;3;2;98;0;5;0;1;49.02649546
1;20160703035522;2;2;2;09;8;1;6;4;65.335438034
1;20160705021241;3;3;2;98;0;1;6;1;49.02649546
1;20160704009003;2;2;2;09;2;1;6;4;101.14628745
2;20160704027366;3;3;2;98;0;5;0;1;18.601874746
1;20160706020140;2;2;2;01;7;1;6;4;169.67351724
1;20160704035535;2;2;2;09;2;1;6;4;65.9434592
2;20160705023247;3;3;2;98;0;5;0;1;49.02649546
2;20160704019345;2;2;2;04;1;1;1;4;79.71205502
1;20160704017740;2;2;2;04;1;1;1;4;70.549599493
1;20160709020140;2;2;2;01;7;1;6;4;169.67351724
1;20160707034766;2;2;2;04;1;1;1;5;268.68617661
2;20160704027452;2;2;2;10;8;1;6;6;114.98721015
2;20160707010117;3;3;2;98;0;5;0;1;49.02649546
