A0;A0_1;A0_7;A1;Residencia;CCAA;A14;A15;A16;A13_1;Factor
1;20161202019067;2;2;2;10;1;5;1;5;70.967840065
2;20161201026458;3;2;2;09;0;1;1;1;36.518383162
1;20161201018990;3;3;2;98;0;1;6;1;186.47426195
1;20161202027730;2;2;2;10;8;1;6;6;33.642721845
1;20161202007662;2;2;2;05;1;1;6;5;56.083959685
1;20161204027730;2;2;2;10;8;1;6;6;33.642721845
1;20161224018830;3;2;2;98;0;1;1;1;106.51949548
1;20161240022305;2;2;2;04;1;2;6;5;7.10219522
1;20161201027637;2;2;2;14;8;1;6;5;59.796272864
2;20161201022754;2;2;2;09;1;1;6;3;37.453309576
1;20161201008310;2;2;2;05;1;1;1;6;56.02114894
1;20161201019206;2;2;2;10;1;1;1;4;70.427515231
1;20161201014712;2;2;2;14;1;1;6;4;5.5431192982
1;20161201027645;2;2;2;10;8;1;6;5;33.642721845
1;20161201009790;2;2;2;13;1;1;6;3;47.135465597
1;20161201018829;3;2;2;98;0;1;6;1;106.51949548
2;20161201030799;2;2;2;09;1;1;6;4;37.453309576
1;20161201021760;2;2;2;09;1;1;6;4;49.229097494
2;20161203028693;2;2;2;04;8;4;6;4;11.0955193
1;20161202021742;2;2;2;09;1;1;6;4;49.229097494
1;20161232009197;2;2;2;09;1;2;6;3;21.939353547
1;20161203006605;2;2;2;05;1;1;1;4;55.617461878
1;20161207022305;2;2;2;04;1;2;6;5;7.10219522
1;20161208022314;2;2;2;04;1;5;6;3;7.1377261138
1;20161201024016;2;2;2;10;1;1;1;5;36.667308097
1;20161208009197;2;2;2;09;1;2;6;3;21.939353547
1;20161201023908;2;2;2;10;1;1;1;4;36.667308097
1;20161201013606;2;2;2;05;1;1;6;5;55.67982001
2;20161201015509;2;2;2;10;7;1;6;6;33.642721845
1;20161201019964;2;2;2;09;1;1;6;4;13.913054152
1;20161202004551;3;2;2;98;0;4;6;1;33.046643667
1;20161202018869;2;2;2;01;1;2;6;4;81.023836806
1;20161202010198;2;2;2;10;1;1;6;3;8.1868676409
1;20161201010211;2;2;2;10;1;1;6;3;8.1868676409
1;20161217008250;2;2;2;05;1;1;1;5;56.02114894
2;20161201024610;2;2;2;13;1;1;6;3;81.498853458
1;20161202010218;2;2;2;10;2;1;6;3;7.54924791
1;20161201027708;2;2;2;10;8;1;6;5;33.642721845
1;20161201008316;2;2;2;05;2;1;6;6;142.4057718
1;20161206022314;2;2;2;04;1;5;6;3;7.1377261138
1;20161201021722;2;2;2;09;1;1;6;3;49.229097494
2;20161201026687;2;2;2;10;8;1;6;4;64.618141558
1;20161211008250;2;2;2;05;1;1;1;5;56.02114894
1;20161202027661;2;2;2;10;8;4;6;5;33.900831165
2;20161201016232;2;2;2;05;7;1;6;6;140.51615843
1;20161231018830;3;2;2;98;0;1;1;1;106.51949548
2;20161202024083;2;2;2;10;1;5;6;3;36.99004894
1;20161201018364;2;2;2;10;1;1;6;5;12.254199188
1;20161214022305;2;2;2;04;1;2;6;5;7.10219522
1;20161201009784;2;2;2;13;1;1;6;3;47.135465597
1;20161201009623;2;2;2;13;1;1;6;4;47.135465597
1;20161234009197;2;2;2;09;1;2;6;3;21.939353547
1;20161201024014;2;2;2;10;1;1;1;6;36.667308097
1;20161201018869;2;2;2;01;1;2;6;4;81.023836806
1;20161203029506;3;2;2;98;0;1;6;1;32.167963332
1;20161201027709;2;2;2;10;2;1;6;6;33.849448946
2;20161201024091;2;2;2;01;2;3;6;6;178.02092244
2;20161201023583;2;2;2;01;2;3;6;6;178.02092244
2;20161201029442;2;2;2;16;1;1;6;4;21.24354241
1;20161219018830;3;2;2;98;0;1;1;1;106.51949548
1;20161201009610;2;2;2;13;6;1;6;3;54.579437585
1;20161203022381;2;2;2;04;2;2;6;3;11.10812703
1;20161202021753;2;2;2;09;1;1;1;3;49.173963792
1;20161201021731;2;2;2;09;1;4;6;2;49.606786581
1;20161202023890;2;2;2;10;1;1;1;4;36.667308097
1;20161201027670;2;2;2;01;8;1;6;4;48.095400264
1;20161201014271;2;2;2;04;1;1;6;4;3.4070119163
