A0;A0_1;A0_7;A1;Residencia;CCAA;A14;A15;A16;A13_1;Factor
1;20160601001598;2;2;13;13;2;3;6;4;41.871678139
1;20160600022130;3;2;13;98;0;1;6;1;116.27549862
1;20160600008925;2;2;13;05;1;1;6;5;300.24129163
1;20160600001598;2;2;13;13;2;3;6;4;41.871678139
1;20160601008925;2;2;13;05;1;1;6;5;300.24129163
2;20160601007033;2;2;13;04;1;1;1;4;117.62622974
1;20160601019807;2;2;13;04;1;1;1;4;181.79446169
1;20160601019538;2;2;13;04;1;1;1;5;181.79446169
2;20160601021641;2;2;13;04;1;1;1;4;117.62622974
1;20160601026650;2;2;13;04;1;1;1;4;117.62622974
2;20160601033057;2;2;13;05;1;1;1;4;163.79561114
1;20160601019815;2;2;13;04;1;1;1;5;181.79446169
1;20160601019539;2;2;13;04;1;1;6;4;179.99159154
1;20160601014271;2;2;13;04;8;1;6;4;137.42589853
2;20160601016349;2;2;13;13;1;2;6;3;171.7107907
1;20160601026307;2;2;13;04;1;1;6;3;116.45972106
2;20160601003452;2;3;13;01;1;1;6;5;194.32017852
1;20160601021649;2;2;13;04;1;1;1;5;117.62622974
1;20160601019547;2;2;13;04;4;1;6;3;180.53814778
1;20160601026313;2;2;13;04;1;1;1;4;117.62622974
2;20160601030934;2;2;13;04;1;1;6;4;116.45972106
1;20160601024941;2;2;13;04;1;1;1;4;117.62622974
1;20160601014259;2;2;13;09;1;1;1;5;166.78678548
1;20160601024942;2;2;13;04;2;1;6;4;105.20306105
2;20160601021640;2;2;13;04;1;1;1;4;117.62622974
2;20160601028499;2;2;13;09;1;1;1;4;103.46211366
1;20160601007061;2;2;13;04;2;1;6;5;105.20306105
1;20160601026657;2;2;13;04;1;1;6;3;116.45972106
1;20160601008721;2;2;13;04;1;1;1;4;181.79446169
1;20160601012015;2;2;13;10;2;1;6;5;39.41139528
1;20160601026653;2;2;13;04;1;1;1;4;117.62622974
1;20160601021357;2;2;13;01;1;1;6;5;195.28759242
2;20160601016348;2;2;13;11;1;2;6;6;231.70424873
2;20160601016526;2;2;13;04;1;1;6;4;116.45972106
1;20160601019551;2;2;13;04;7;1;6;5;162.20299262
1;20160601026651;2;2;13;04;1;1;1;4;117.62622974
2;20160601021686;2;2;13;04;7;1;6;5;104.94998747
1;20160601011932;2;2;13;01;2;1;6;5;44.180419378
1;20160601019546;2;2;13;04;1;1;6;3;179.99159154
1;20160601014275;2;2;13;03;8;1;6;5;136.92073282
2;20160601029308;2;2;13;04;1;1;6;5;179.99159154
1;20160601024703;2;2;13;04;6;1;6;4;105.20306105
1;20160601026315;2;2;13;04;2;1;6;5;105.20306105
1;20160601026641;2;2;13;04;1;1;1;4;117.62622974
1;20160601011723;2;2;13;01;1;1;1;5;416.10888767
2;20160601021690;2;2;13;04;1;1;6;5;116.45972106
1;20160601015970;3;3;13;10;0;1;1;1;168.54881724
2;20160601016467;2;2;13;04;1;1;6;4;116.45972106
1;20160601019805;2;2;13;04;1;1;1;5;181.79446169
1;20160601024689;2;2;13;04;1;1;1;4;117.62622974
1;20160601010390;2;2;13;10;1;2;6;3;38.891498153
1;20160601019800;2;2;13;04;1;1;1;4;181.79446169
1;20160601019550;2;2;13;04;1;1;6;4;179.99159154
1;20160601026310;2;2;13;04;1;1;1;5;117.62622974
1;20160601026306;2;2;13;04;1;1;6;4;116.45972106
1;20160601019819;2;2;13;04;1;1;6;3;179.99159154
1;20160601011777;2;2;13;01;7;1;6;5;338.8332881
1;20160601024950;2;2;13;04;1;1;1;4;117.62622974
1;20160601033577;2;2;13;10;7;1;6;6;39.316588314
1;20160601026647;2;2;13;04;1;1;6;5;116.45972106
1;20160601019535;2;2;13;04;1;1;1;5;181.79446169
1;20160601024943;2;2;13;04;2;1;6;5;105.20306105
1;20160601019543;2;2;13;04;1;1;1;4;181.79446169
1;20160601015403;2;2;13;04;1;1;1;4;117.62622974
1;20160601015672;2;2;13;09;1;1;6;3;154.00764374
1;20160601027768;2;2;13;04;1;1;1;4;77.18263894
1;20160601014266;2;2;13;05;1;1;1;5;182.54056733
1;20160601015332;2;2;13;04;1;1;1;4;117.62622974
2;20160601029423;2;2;13;04;1;1;6;4;188.95847858
2;20160601029460;2;2;13;04;1;1;6;4;179.99159154
2;20160601016464;2;2;13;04;1;1;1;4;117.62622974
2;20160601021639;2;2;13;04;1;1;1;5;117.62622974
1;20160601024940;2;2;13;04;1;1;1;4;117.62622974
1;20160601015331;2;2;13;04;1;1;1;5;123.48617634
1;20160601024690;2;2;13;04;1;1;6;5;116.45972106
2;20160602000050;3;3;13;09;0;1;1;1;168.54881724
1;20160601019542;2;2;13;04;1;1;1;4;181.79446169
2;20160601034299;2;2;13;04;1;1;1;4;112.11358437
2;20160601004417;2;2;13;05;1;1;1;4;163.79561114
1;20160601010286;2;2;13;10;2;1;6;5;29.506128927
2;20160601029309;2;2;13;04;2;1;6;5;162.59412457
1;20160601019814;2;2;13;04;2;1;6;5;162.59412457
1;20160601015405;2;2;13;04;1;1;1;4;117.62622974
2;20160601030933;2;2;13;04;1;1;1;4;117.62622974
1;20160601026305;2;2;13;04;1;1;6;5;116.45972106
1;20160601015420;2;2;13;04;1;1;1;5;117.62622974
1;20160601019798;2;2;13;04;1;1;1;4;181.79446169
1;20160601019548;2;2;13;04;8;1;6;4;162.20299262
2;20160601016522;2;2;13;04;1;1;1;5;117.62622974
1;20160601019809;2;2;13;04;1;1;1;3;181.79446169
1;20160601026317;2;2;13;04;1;1;1;5;117.62622974
1;20160601026645;2;2;13;04;1;1;1;4;117.62622974
1;20160601026309;2;2;13;04;1;1;6;4;116.45972106
2;20160601004416;2;2;13;05;1;1;1;4;163.79561114
2;20160601006978;2;2;13;04;1;1;1;4;117.62622974
1;20160601019811;2;2;13;04;1;1;6;5;179.99159154
1;20160601019545;2;2;13;04;1;1;1;5;181.79446169
1;20160601032310;3;2;13;98;0;1;1;1;116.27549862
2;20160601006980;2;2;13;04;1;1;6;5;116.45972106
1;20160601015567;2;2;13;09;1;1;6;4;154.00764374
1;20160601014199;2;2;13;09;1;1;6;3;165.13274765
2;20160601007032;2;2;13;04;1;1;1;5;117.62622974
1;20160601019530;2;2;13;04;1;1;1;5;181.79446169
1;20160601020767;2;2;13;16;8;1;6;3;64.955674269
1;20160601011729;2;2;13;01;1;1;1;5;416.10888767
2;20160601016525;2;2;13;04;1;1;1;4;117.62622974
2;20160601016523;2;2;13;04;1;1;1;4;117.62622974
1;20160601026311;2;2;13;04;1;1;1;5;117.62622974
1;20160601019549;2;2;13;04;1;1;1;5;181.79446169
2;20160601015581;2;2;13;09;1;1;1;3;166.78678548
1;20160601019537;2;2;13;04;1;1;1;4;181.79446169
1;20160601007873;2;2;13;16;8;4;6;5;29.387150636
1;20160601026649;2;2;13;04;1;1;1;4;117.62622974
1;20160601026661;2;2;13;04;1;1;1;4;117.62622974
1;20160601015326;2;2;13;04;7;1;6;5;104.94998747
2;20160601015833;2;2;13;13;7;3;1;6;90.314522165
1;20160601026321;2;2;13;04;1;1;1;5;117.62622974
1;20160601019802;2;2;13;04;1;1;1;4;181.79446169
2;20160602001485;2;3;13;09;3;1;6;3;167.93994375
1;20160601021351;2;2;13;13;1;1;1;2;173.45873317
1;20160601015327;2;2;13;04;1;1;1;4;117.62622974
1;20160601015321;2;2;13;04;1;1;1;4;117.62622974
1;20160601019541;2;2;13;04;1;1;1;5;181.79446169
1;20160601019801;2;2;13;04;1;1;1;5;181.79446169
2;20160601033054;2;2;13;05;1;1;1;4;163.79561114
1;20160601015408;2;2;13;04;1;1;1;4;117.62622974
2;20160601021692;2;2;13;04;1;1;6;5;116.45972106
1;20160601026308;2;2;13;04;1;1;1;5;117.62622974
2;20160601021826;2;2;13;04;1;1;1;4;307.44238142
1;20160601019354;2;2;13;13;1;1;6;3;77.384717118
1;20160601012370;2;2;13;09;8;1;6;5;120.85815355
1;20160601015419;2;2;13;04;2;1;6;4;105.20306105
1;20160601026654;2;2;13;04;1;1;1;5;117.62622974
1;20160601011728;2;2;13;01;1;1;1;4;416.10888767
1;20160601026644;2;2;13;04;1;1;6;4;116.45972106
1;20160602002500;3;3;13;09;0;1;1;1;168.54881724
1;20160601026643;2;2;13;04;1;1;1;5;117.62622974
1;20160601019533;2;2;13;04;7;1;6;5;162.20299262
1;20160601019534;2;2;13;04;8;1;6;3;162.20299262
1;20160601026655;2;2;13;04;1;1;1;4;117.62622974
1;20160601015406;2;2;13;04;1;1;1;3;117.62622974
2;20160601006979;2;2;13;04;1;1;1;5;117.62622974
1;20160601015944;3;3;13;10;0;1;1;1;168.54881724
1;20160601011725;2;2;13;01;1;1;1;4;416.10888767
2;20160601016462;2;2;13;04;1;1;1;4;117.62622974
1;20160601019816;2;2;13;04;1;1;1;4;181.79446169
2;20160601009072;2;2;13;01;1;1;6;4;238.28893324
1;20160601011726;2;2;13;01;2;1;6;5;339.6503416
1;20160601015315;2;2;13;04;1;1;1;5;117.62622974
1;20160601028537;3;2;13;98;0;2;6;1;82.369004513
2;20160601014473;3;2;13;98;0;5;0;1;193.01509626
2;20160601015580;2;2;13;09;1;1;6;4;165.13274765
1;20160601019817;2;2;13;04;2;1;6;3;162.59412457
2;20160601009071;3;2;13;98;0;5;0;1;228.29106714
1;20160601019808;2;2;13;04;1;1;6;4;179.99159154
1;20160601026658;2;2;13;04;1;1;1;4;117.62622974
2;20160601004394;2;2;13;05;1;1;1;5;163.79561114
1;20160601019531;2;2;13;04;1;1;1;5;181.79446169
1;20160601024702;2;2;13;04;7;1;6;5;104.94998747
1;20160601019804;2;2;13;04;1;1;1;4;181.79446169
1;20160601019813;2;2;13;04;1;1;1;6;181.79446169
1;20160601011721;2;2;13;01;1;1;1;4;416.10888767
1;20160601024696;2;2;13;04;1;1;6;4;116.45972106
2;20160601006798;2;2;13;04;1;1;1;4;117.62622974
1;20160601015319;2;2;13;04;1;1;1;4;117.62622974
1;20160601019799;2;2;13;04;1;1;1;5;181.79446169
1;20160601015404;2;2;13;04;1;1;1;5;117.62622974
2;20160601004690;3;2;13;98;0;5;0;1;188.68706779
1;20160601026659;2;2;13;04;2;1;6;4;105.20306105
1;20160601026316;2;2;13;04;7;1;6;5;104.94998747
2;20160601004395;2;2;13;05;1;1;1;4;163.79561114
2;20160601003875;3;2;13;98;0;5;0;1;188.68706779
1;20160601019532;2;2;13;04;1;1;1;4;181.79446169
1;20160601015415;2;2;13;04;1;1;6;4;116.45972106
1;20160601015407;2;2;13;04;1;1;1;5;117.62622974
1;20160601015410;2;2;13;04;2;1;6;4;105.20306105
1;20160601015402;2;2;13;13;1;1;6;5;135.12475823
2;20160601006843;2;2;13;04;1;1;1;5;117.62622974
2;20160601015834;3;2;13;98;0;5;0;1;213.5918822
2;20160601006842;2;2;13;04;4;1;6;5;116.81335862
2;20160601028447;2;2;13;02;3;1;6;4;141.50762448
1;20160601019806;2;2;13;04;1;1;1;5;181.79446169
1;20160601018671;3;2;13;98;0;1;6;1;174.82741497
1;20160601026304;2;2;13;04;1;1;1;5;117.62622974
2;20160601015767;2;2;13;12;1;1;6;3;264.56305368
1;20160601014189;2;2;13;01;8;1;6;6;157.62364985
2;20160601030932;2;2;13;04;1;1;1;4;117.62622974
1;20160601024938;2;2;13;04;1;1;1;4;117.62622974
1;20160601019812;2;2;13;04;1;1;1;5;181.79446169
2;20160601031800;2;2;13;05;1;1;1;5;240.14476282
1;20160601019803;2;2;13;04;1;1;1;4;181.79446169
1;20160601014268;2;2;13;09;1;1;6;5;165.13274765
1;20160634011721;2;2;13;01;1;1;1;4;416.10888767
1;20160631021351;2;2;13;13;1;1;1;2;173.45873317
1;20160630011721;2;2;13;01;1;1;1;4;416.10888767
1;20160632011721;2;2;13;01;1;1;1;4;416.10888767
1;20160631011721;2;2;13;01;1;1;1;4;416.10888767
1;20160630021351;2;2;13;13;1;1;1;2;173.45873317
1;20160633011721;2;2;13;01;1;1;1;4;416.10888767
1;20160632021351;2;2;13;13;1;1;1;2;173.45873317
2;20160600006843;2;2;13;04;1;1;1;5;117.62622974
2;20160600000050;3;3;13;09;0;1;1;1;168.54881724
1;20160600014199;2;2;13;09;1;1;6;3;165.13274765
1;20160600011727;2;2;13;01;7;1;6;5;338.8332881
2;20160600001485;2;3;13;09;3;1;6;3;167.93994375
1;20160501031776;2;4;13;09;1;2;1;3;69.662808464
2;20160600006980;2;2;13;04;1;1;6;5;116.45972106
1;20160502031776;2;4;13;09;1;2;1;3;69.662808464
1;20160600002520;3;3;13;09;0;1;1;1;168.54881724
2;20160600007032;2;2;13;04;1;1;1;5;117.62622974
1;20150600087151;2;1;13;13;3;1;6;6;97.609337248
1;20160600011943;2;2;13;10;8;1;6;6;39.316588314
1;20160600011932;2;2;13;01;2;1;6;5;44.180419378
2;20160600006981;2;2;13;04;8;4;6;4;107.46910437
1;20160500031737;2;4;13;12;9;5;6;6;39.739026974
1;20160600014181;2;2;13;01;8;1;6;6;157.62364985
2;20160600011682;2;2;13;13;1;3;6;4;123.12178639
1;20160600011780;2;2;13;01;8;1;6;3;338.8332881
2;20160600004899;2;2;13;11;8;2;6;4;294.28203778
1;20160600014189;2;2;13;01;8;1;6;6;157.62364985
1;20160500008263;2;4;13;09;1;1;6;3;68.983098674
1;20160600002546;3;3;13;09;0;1;1;1;168.54881724
1;20160600008721;2;2;13;04;1;1;1;4;181.79446169
1;20160600011721;2;2;13;01;1;1;1;4;416.10888767
1;20160600007873;2;2;13;16;8;4;6;5;29.387150636
1;20150600032773;2;2;13;05;1;1;1;4;45.406025848
2;20160600006798;2;2;13;04;1;1;1;4;117.62622974
1;20160600012357;2;2;13;09;1;1;6;4;154.00764374
1;20150400076106;2;1;13;13;1;1;1;4;372.3379653
2;0615EVA0008521;2;2;13;04;1;1;6;5;157.81360582
2;20160600014473;3;2;13;98;0;5;0;1;193.01509626
1;20160600011728;2;2;13;01;1;1;1;4;416.10888767
2;20160600000864;2;2;13;05;1;1;1;4;240.14476282
2;20160600004394;2;2;13;05;1;1;1;5;163.79561114
2;20160600006799;2;2;13;04;1;1;1;4;117.62622974
2;20160600004393;2;2;13;05;1;1;1;4;163.79561114
1;20160600014174;2;2;13;01;2;2;6;6;157.97821927
2;20160600004417;2;2;13;05;1;1;1;4;163.79561114
1;20160600014264;2;2;13;09;1;2;6;3;165.10607618
2;20160600006842;2;2;13;04;4;1;6;5;116.81335862
2;20160501008265;2;4;13;09;1;1;6;3;68.983098674
1;20160600014274;2;2;13;04;1;1;6;4;152.49722458
1;20160600012015;2;2;13;10;2;1;6;5;39.41139528
2;20160600009072;2;2;13;01;1;1;6;4;238.28893324
1;20160600012370;2;2;13;09;8;1;6;5;120.85815355
1;20160600011777;2;2;13;01;7;1;6;5;338.8332881
1;20160600014266;2;2;13;05;1;1;1;5;182.54056733
2;20160600004690;3;2;13;98;0;5;0;1;188.68706779
1;20160600011723;2;2;13;01;1;1;1;5;416.10888767
2;20160500008265;2;4;13;09;1;1;6;3;68.983098674
1;20160600014178;2;2;13;09;8;1;6;5;129.58862617
1;20160600014268;2;2;13;09;1;1;6;5;165.13274765
1;20160600007061;2;2;13;04;2;1;6;5;105.20306105
1;20160600011729;2;2;13;01;1;1;1;5;416.10888767
1;20160501030091;2;2;13;04;1;1;6;5;157.81360582
2;0615EVA0008520;2;2;13;04;1;1;1;5;159.3943321
1;20160500031776;2;4;13;09;1;2;1;3;69.662808464
2;20160600001505;3;3;13;09;0;1;1;1;168.54881724
2;20160600001486;3;3;13;09;0;1;1;1;168.54881724
2;20160600003452;2;3;13;01;1;1;6;5;194.32017852
2;20160600004416;2;2;13;05;1;1;1;4;163.79561114
2;20160600004395;2;2;13;05;1;1;1;4;163.79561114
1;20160503031776;2;4;13;09;1;2;1;3;69.662808464
1;20160500022927;2;4;13;09;1;1;1;4;69.674061892
2;20160600000867;2;2;13;05;1;1;1;4;240.14476282
1;20160600014259;2;2;13;09;1;1;1;5;166.78678548
1;20160600011722;2;2;13;01;1;1;6;5;411.98230271
2;20160600006979;2;2;13;04;1;1;1;5;117.62622974
2;20160600000054;3;3;13;09;0;1;1;1;168.54881724
1;20160501030090;2;2;13;04;1;1;6;5;157.81360582
1;20160600011725;2;2;13;01;1;1;1;4;416.10888767
1;20160600014159;2;2;13;01;1;1;6;5;191.65222694
1;20160500030090;2;2;13;04;1;1;6;5;157.81360582
1;20150600088832;2;1;13;13;3;1;6;6;87.786721459
1;20160600007068;2;2;13;04;1;1;6;5;116.45972106
2;20160600000856;2;2;13;05;1;1;1;4;240.14476282
1;20160600010286;2;2;13;10;2;1;6;5;29.506128927
1;20160600014180;2;2;13;01;1;1;6;4;191.65222694
1;20150500079530;3;1;13;09;0;1;1;1;73.29408675
1;20160600014271;2;2;13;04;8;1;6;4;137.42589853
1;20160600011726;2;2;13;01;2;1;6;5;339.6503416
1;20160500020017;2;4;13;13;1;1;6;3;32.211660186
2;20160600007033;2;2;13;04;1;1;1;4;117.62622974
2;20160600003875;3;2;13;98;0;5;0;1;188.68706779
1;20160600010390;2;2;13;10;1;2;6;3;38.891498153
1;20160600014276;2;2;13;12;1;1;6;5;227.42770405
2;20160600009071;3;2;13;98;0;5;0;1;228.29106714
2;20160600009070;2;2;13;01;1;2;6;3;238.25044592
1;20160600002500;3;3;13;09;0;1;1;1;168.54881724
1;20160600014277;2;2;13;12;1;1;6;6;227.42770405
1;20160600014265;2;2;13;01;8;1;6;4;157.62364985
2;20160600006978;2;2;13;04;1;1;1;4;117.62622974
1;20160600014197;2;2;13;03;2;3;6;6;140.54533623
1;20160600014275;2;2;13;03;8;1;6;5;136.92073282
1;20160500030091;2;2;13;04;1;1;6;5;157.81360582
1;20160501022927;2;4;13;09;1;1;1;4;69.674061892
1;20160600026649;2;2;13;04;1;1;1;4;117.62622974
1;20160600026315;2;2;13;04;2;1;6;5;105.20306105
1;20160600019543;2;2;13;04;1;1;1;4;181.79446169
2;20160601000864;2;2;13;05;1;1;1;4;240.14476282
1;20160600026661;2;2;13;04;1;1;1;4;117.62622974
2;20160600021688;2;2;13;04;1;1;6;5;116.45972106
1;20160600019539;2;2;13;04;1;1;6;4;179.99159154
1;20160600015420;2;2;13;04;1;1;1;5;117.62622974
1;20160600019545;2;2;13;04;1;1;1;5;181.79446169
1;20160600021351;2;2;13;13;1;1;1;2;173.45873317
1;20160600019551;2;2;13;04;7;1;6;5;162.20299262
2;20160600021692;2;2;13;04;1;1;6;5;116.45972106
1;20160600024947;2;2;13;04;1;1;1;4;117.62622974
1;20160600015327;2;2;13;04;1;1;1;4;117.62622974
2;20160600033054;2;2;13;05;1;1;1;4;163.79561114
1;20160600019816;2;2;13;04;1;1;1;4;181.79446169
2;20160600021686;2;2;13;04;7;1;6;5;104.94998747
1;20160600024702;2;2;13;04;7;1;6;5;104.94998747
1;20160600019803;2;2;13;04;1;1;1;4;181.79446169
1;20160600024950;2;2;13;04;1;1;1;4;117.62622974
1;20160600024941;2;2;13;04;1;1;1;4;117.62622974
1;20160600024938;2;2;13;04;1;1;1;4;117.62622974
1;20160600021357;2;2;13;01;1;1;6;5;195.28759242
2;20160600021826;2;2;13;04;1;1;1;4;307.44238142
1;20160600024690;2;2;13;04;1;1;6;5;116.45972106
1;20160600015970;3;3;13;10;0;1;1;1;168.54881724
1;20160600026316;2;2;13;04;7;1;6;5;104.94998747
1;20160600015405;2;2;13;04;1;1;1;4;117.62622974
2;20160601000050;3;3;13;09;0;1;1;1;168.54881724
2;20160600016467;2;2;13;04;1;1;6;4;116.45972106
1;20160600026642;2;2;13;04;1;1;1;5;117.62622974
1;20160600027768;2;2;13;04;1;1;1;4;77.18263894
1;20160600019813;2;2;13;04;1;1;1;6;181.79446169
1;20160600019538;2;2;13;04;1;1;1;5;181.79446169
2;20160600016522;2;2;13;04;1;1;1;5;117.62622974
2;20160601001485;2;3;13;09;3;1;6;3;167.93994375
1;20160600019798;2;2;13;04;1;1;1;4;181.79446169
2;20160600028447;2;2;13;02;3;1;6;4;141.50762448
1;20160600019533;2;2;13;04;7;1;6;5;162.20299262
1;20160600019812;2;2;13;04;1;1;1;5;181.79446169
1;20160600019814;2;2;13;04;2;1;6;5;162.59412457
1;20160600024696;2;2;13;04;1;1;6;4;116.45972106
1;20160600015403;2;2;13;04;1;1;1;4;117.62622974
2;20160601000867;2;2;13;05;1;1;1;4;240.14476282
1;20160600026309;2;2;13;04;1;1;6;4;116.45972106
1;20160600024697;2;2;13;04;8;1;6;6;104.94998747
2;20160600016525;2;2;13;04;1;1;1;4;117.62622974
1;20160600019537;2;2;13;04;1;1;1;4;181.79446169
1;20160600015419;2;2;13;04;2;1;6;4;105.20306105
1;20160600026650;2;2;13;04;1;1;1;4;117.62622974
1;20160600026307;2;2;13;04;1;1;6;3;116.45972106
1;20160600024943;2;2;13;04;2;1;6;5;105.20306105
1;20160600026644;2;2;13;04;1;1;6;4;116.45972106
2;20160600021639;2;2;13;04;1;1;1;5;117.62622974
1;20160600019800;2;2;13;04;1;1;1;4;181.79446169
1;20160600019801;2;2;13;04;1;1;1;5;181.79446169
1;20160601002546;3;3;13;09;0;1;1;1;168.54881724
1;20160600026655;2;2;13;04;1;1;1;4;117.62622974
1;20160600019547;2;2;13;04;4;1;6;3;180.53814778
1;20160600019549;2;2;13;04;1;1;1;5;181.79446169
