A0_1;C9_0;ccaa_etapa;pernoc_etapa
20151000027637;01;04;3
20151000027638;01;04;4
20151000027639;01;04;6
20151000027818;01;01;2
20151000027846;01;01;14
20151000027847;01;01;3
20151000027849;01;01;5
20151000028772;01;09;2
20151000028772;02;13;3
20151000029048;01;09;5
20151000029050;01;09;6
20151000029079;01;09;5
20151000029080;01;09;3
20151000029081;01;09;5
20151000029082;01;13;7
20151000029082;02;01;3
20151000029082;03;01;2
20151000029082;04;09;3
20151000029125;01;16;2
20151000029125;02;16;2
20151000029129;01;16;6
20151000029132;01;13;4
20151000029132;02;16;3
20151000029132;03;16;1
20151000031401;01;12;30
20151000031401;02;13;1
20151000032428;01;12;3
20151000032428;02;07;1
20151000032428;03;16;3
20151000032428;04;16;2
20151000032428;05;16;1
20151000032428;06;16;1
20151000032428;07;16;1
20151000032451;01;04;4
20151000032452;01;04;9
20151000032453;01;04;5
20151000032459;01;04;6
20151000032460;01;04;7
20151000032461;01;04;21
20151000032463;01;04;5
20151000032464;01;04;14
20151000032465;01;04;7
20151000032466;01;04;7
20151000032467;01;04;7
20151000032468;01;04;9
20151000032477;01;04;3
20151000032478;01;04;7
20151000032479;01;04;7
20151000032480;01;04;6
20151000032481;01;04;4
20151000032486;01;04;5
20151000032487;01;04;7
20151000032488;01;04;6
20151000032494;01;04;7
20151000032495;01;04;7
20151000032496;01;04;7
20151000032497;01;04;5
20151000032498;01;04;7
20151000032499;01;04;7
20151000032500;01;04;7
20151000032501;01;04;7
20151000032502;01;04;7
20151000032511;01;04;10
20151000032512;01;04;9
20151000032513;01;04;5
20151000032515;01;04;7
20151000033019;01;01;10
20151000033020;01;01;13
20151000033021;01;01;1
20151000033021;02;01;1
20151000033021;03;01;1
20151000033021;04;01;3
20151000033051;01;01;14
20151000033052;01;01;14
20151000033053;01;01;5
20151000034246;01;09;5
20151000034269;01;09;4
20151000034278;01;09;3
20151000034553;01;01;8
20151000034554;01;01;33
20151000034554;02;01;1
20151000034555;01;01;7
20151000034556;01;01;7
20151000034557;01;01;10
20151000034586;01;01;7
20151000034587;01;01;10
20151000034588;01;01;7
20151000034589;01;01;7
20151000037021;01;13;1
20151000037492;01;13;1
20151000037492;02;16;2
20151000037503;01;13;7
20151000037503;02;01;5
20151000037503;03;01;7
20151000037503;04;16;4
20151000037507;01;16;2
20151000037507;02;09;1
20151000037507;03;09;4
20151000037507;04;10;1
20151000037507;05;01;2
20151000037507;06;01;1
20151000037507;07;08;1
20151000037507;08;13;3
20151000037507;09;16;1
20151000037749;01;10;10
20151000037776;01;13;3
20151000037776;02;07;2
20151000037776;03;10;6
20151000037777;01;10;3
20151000037815;01;09;7
20151000037816;01;09;4
20151000037819;01;09;2
20151000037821;01;09;4
20151000037822;01;09;2
20151000038291;01;09;5
20151000038291;02;09;2
20151000038291;03;16;3
20151000038291;04;16;1
20151000038301;01;16;1
20151000038765;01;16;10
20151000039236;01;16;60
20151000039241;01;16;3
20151000039255;01;13;4
20151000039255;02;16;4
20151000039269;01;16;14
20151000039274;01;16;2
20151000040003;01;16;5
20151000040004;01;16;60
20151000040004;02;13;1
20151000040781;01;09;4
20151000040781;02;13;3
20151000041207;01;16;1
20151000041207;02;16;1
20151000041207;03;16;1
20151000041214;01;15;25
20151000041245;01;09;4
20151000041245;02;16;6
20151000041960;01;09;3
20151000041960;02;13;2
20151000041960;03;01;2
20151000041960;04;01;2
20151000041960;05;01;1
20151000041960;06;13;2
20151100000034;01;09;3
20151100000034;02;10;2
20151100000034;03;13;3
20151100000058;01;12;7
20151100000310;01;09;4
20151100000311;01;09;4
20151100000313;01;09;6
20151100000315;01;13;3
20151100000315;02;09;3
20151100000354;01;13;2
20151100000354;02;01;2
20151100000354;03;01;1
20151100000354;04;10;1
20151100000354;05;09;3
20151100000356;01;09;3
20151100002984;01;01;9
20151100002985;01;14;14
20151100002987;01;10;12
20151100002989;01;14;7
20151100002998;01;14;8
20151100002999;01;14;7
20151100003000;01;10;10
20151100003001;01;14;21
20151100003002;01;01;20
20151100003003;01;10;12
20151100003004;01;14;14
20151100003012;01;14;2
20151100003013;01;14;18
20151100003014;01;14;10
20151100003147;01;09;1
20151100003149;01;09;4
20151100003151;01;13;5
20151100003151;02;09;5
20151100003187;01;09;4
20151100003188;01;09;4
20151100003919;01;09;14
20151100003920;01;09;3
20151100003922;01;09;30
20151100003925;01;09;4
20151100003926;01;10;5
20151100003926;02;09;1
20151100003926;03;09;3
20151100003927;01;09;70
20151100003928;01;09;12
20151100003929;01;10;30
20151100003936;01;09;3
20151100003956;01;09;5
20151100003958;01;09;7
20151100003959;01;10;20
20151100003960;01;04;14
20151100003961;01;09;5
20151100003961;02;04;3
20151100003964;01;09;4
20151100003965;01;09;3
20151100003966;01;09;7
20151100003967;01;09;5
20151100003967;02;16;7
20151100003967;03;16;7
20151100003968;01;10;20
20151100004209;01;16;12
20151100004230;01;07;2
20151100004230;02;17;2
20151100004230;03;07;1
20151100004230;04;03;4
20151100004236;01;17;1
20151100004236;02;16;1
20151100004236;03;16;1
20151100004238;01;16;2
20151100004753;01;02;3
20151100004753;02;13;3
20151100005270;01;16;1
20151100005306;01;16;4
20151100005427;01;13;6
20151100005457;01;12;10
20151100005904;01;01;3
20151100005905;01;04;7
20151100005906;01;04;6
20151100005907;01;09;3
20151100005911;01;09;4
20151100005926;01;09;2
20151100005926;02;09;3
20151100005927;01;09;7
20151100005941;01;01;4
20151100005942;01;09;4
20151100005943;01;09;6
20151100005944;01;09;3
20151100005945;01;09;6
20151100005958;01;09;3
20151100005959;01;04;1
20151100005959;02;09;1
20151100005960;01;09;8
20151100006267;01;09;4
20151100006267;02;13;4
20151100006671;01;09;2
20151100006672;01;09;3
20151100006673;01;09;4
20151100006674;01;09;6
20151100006704;01;16;3
20151100006704;02;09;2
20151100006721;01;09;4
20151100006721;02;09;2
20151100006722;01;13;2
20151100006722;02;09;2
20151100006724;01;09;2
20151100006726;01;09;4
20151100006776;01;16;3
20151100006776;02;13;3
20151100006777;01;13;6
20151100006806;01;09;6
20151100006806;02;13;3
20151100007538;01;09;4
20151100007539;01;04;7
20151100007540;01;01;2
20151100007540;02;02;6
20151100007540;03;09;2
20151100007541;01;10;4
20151100007542;01;05;7
20151100007577;01;09;30
20151100007578;01;09;4
20151100007579;01;09;3
20151100007581;01;05;14
20151100007582;01;09;5
20151100008224;01;10;5
20151100008235;01;10;3
20151100008236;01;10;5
20151100008237;01;10;3
20151100008253;01;10;11
20151100008253;02;10;1
20151100008263;01;10;4
20151100008264;01;10;10
20151100008265;01;10;4
20151100008266;01;10;4
20151100008671;01;09;3
20151100008671;02;13;3
20151100008699;01;12;2
20151100009327;01;09;4
20151100009327;02;10;2
20151100009327;03;13;3
20151100009327;04;16;5
20151100010507;01;09;2
20151100010531;01;09;3
20151100010554;01;09;3
20151100010894;01;09;6
20151100010934;01;09;3
20151100010934;02;16;3
20151100010935;01;16;3
20151100010935;02;16;1
20151100010940;01;16;3
20151100011818;01;04;6
20151100011819;01;04;5
20151100011820;01;04;7
20151100011821;01;04;7
20151100011822;01;04;3
20151100011823;01;04;42
20151100011848;01;04;3
20151100011849;01;04;21
20151100011850;01;04;7
20151100011852;01;04;6
20151100012236;01;09;7
20151100012345;01;13;2
20151100012982;01;12;2
20151100012982;02;07;1
20151100012982;03;07;1
20151100012982;04;16;1
20151100012982;05;16;2
20151100013002;01;15;6
20151100013014;01;16;21
20151100015198;01;09;14
20151100015237;01;09;75
20151100016571;01;13;3
20151100016571;02;09;5
20151100016610;01;13;7
20151100016643;01;09;3
20151100016643;02;09;2
20151100016643;03;09;2
20151100016744;01;10;7
20151100016745;01;10;2
20151100016746;01;10;3
20151100016780;01;10;3
20151100016781;01;10;3
20151100016782;01;10;7
20151100016851;01;09;180
20151100017085;01;13;3
20151100017085;02;09;4
20151100018104;01;09;4
20151100018106;01;09;2
20151100019051;01;13;9
20151100019284;01;10;6
20151100019286;01;10;6
20151100019312;01;10;4
20151100019313;01;10;5
20151100019314;01;10;7
20151100019828;01;13;2
20151100020138;01;10;6
20151100020139;01;10;2
20151100020140;01;10;3
20151100020141;01;10;14
20151100020161;01;10;4
20151100020162;01;10;7
20151100020163;01;10;7
20151100020164;01;10;10
20151100020930;01;10;3
20151100020931;01;10;4
20151100020933;01;10;6
20151100020964;01;10;3
20151100020965;01;10;5
20151100020966;01;10;10
20151100022239;01;16;4
20151100022242;01;16;2
20151100022274;01;16;4
20151100022372;01;04;7
20151100022373;01;04;14
20151100022374;01;04;2
20151100022376;01;04;7
20151100022449;01;04;25
20151100022450;01;04;3
20151100022451;01;04;6
20151100023174;01;04;4
20151100023175;01;04;10
20151100023176;01;04;14
20151100023177;01;04;10
20151100023182;01;04;8
20151100023209;01;04;10
20151100023213;01;04;42
20151100023214;01;04;4
20151100023340;01;09;3
20151100023351;01;09;3
20151100024148;01;04;7
20151100024149;01;04;5
20151100024150;01;04;6
20151100024241;01;04;7
20151100024242;01;04;5
20151100024244;01;04;4
20151100024850;01;01;7
20151100026009;01;13;5
20151100026027;01;09;4
20151100026027;02;13;4
20151100026032;01;13;4
20151100026354;01;10;2
20151100027490;01;01;7
20151100027492;01;01;4
20151100027493;01;01;8
20151100027495;01;01;3
20151100027525;01;01;3
20151100027526;01;01;4
20151100027527;01;01;6
20151100028637;01;09;5
20151100028674;01;09;9
20151100028760;01;10;3
20151100028770;01;10;21
20151100028797;01;14;3
20151100028842;01;09;3
20151100030253;01;04;10
20151100030254;01;04;6
20151100030255;01;04;6
20151100030257;01;04;5
20151100030258;01;04;14
20151100030279;01;04;5
20151100030280;01;04;9
20151100030281;01;04;5
20151100033644;01;16;3
20151100033658;01;04;12
20151100033659;01;04;6
20151100033660;01;04;5
20151100033661;01;04;5
20151100033662;01;04;4
20151100034231;01;10;3
20151100034232;01;10;10
20151100034233;01;10;8
20151100034234;01;10;3
20151100034235;01;10;3
20151100034260;01;10;2
20151100034261;01;10;3
20151100034263;01;10;3
20151100034264;01;10;4
20151100035624;01;04;12
20151100035625;01;04;7
20151100035626;01;04;6
20151100035628;01;04;7
20151100035629;01;04;5
20151100035736;01;01;10
20151100036155;01;16;3
20151100036189;01;16;6
20151100037391;01;14;14
20151100037392;01;10;7
20151100037393;01;14;21
20151100037394;01;14;11
20151100037394;02;01;2
20151100037394;03;01;1
20151100037395;01;14;14
20151100037400;01;10;7
20151100037401;01;14;4
20151100037402;01;08;11
20151100037403;01;14;60
20151100037909;01;03;4
20151100038395;01;04;6
20151100038396;01;04;4
20151100038397;01;04;1
20151100038400;01;04;2
20151100038401;01;04;3
20151100038402;01;04;4
20151100039394;01;09;2
20151100039397;01;09;5
20151100039399;01;09;4
20151100039400;01;09;2
20151100039435;01;13;3
20151100039435;02;01;1
20151100039435;03;01;1
20151100039435;04;10;1
20151100039435;05;09;2
20151100039436;01;09;5
20151100039438;01;09;4
20151100039439;01;09;10
20151100039439;02;09;13
20151100039477;01;09;2
20151100039478;01;09;3
20151100039480;01;09;2
20151100039526;01;13;1
20151100039526;02;08;1
20151100039526;03;01;1
20151100039526;04;01;1
20151100039526;05;01;1
20151100039526;06;09;2
20151100039527;01;09;2
20151100039528;01;10;8
20151100039688;01;01;4
20151100039689;01;01;8
20151100039691;01;01;14
20151100039692;01;01;4
20151100039722;01;01;7
20151100039723;01;01;5
20151100039724;01;01;4
20151100039725;01;01;30
20151200000317;01;13;3
20151200000663;01;09;1
20151200000663;02;13;3
20151200000665;01;13;12
20151200000665;02;07;2
20151200000676;01;13;1
20151200004049;01;10;3
20151200004049;02;16;9
20151200004069;01;16;7
20151200004992;01;13;1
20151200004992;02;01;2
20151200004992;03;01;1
20151200004992;04;13;2
20151200005036;01;13;4
20151200006133;01;09;3
20151200006133;02;13;3
20151200006152;01;13;6
20151200006152;02;12;3
20151200006152;03;07;1
20151200006546;01;09;3
20151200006695;01;13;1
20151200006821;01;01;42
20151200006822;01;01;3
20151200006823;01;01;7
20151200006824;01;01;3
20151200006825;01;01;60
20151200006855;01;01;15
20151200006856;01;01;5
20151200006857;01;01;2
20151200006858;01;01;3
20151200006859;01;01;4
20151200007342;01;09;9
20151200009200;01;01;14
20151200009201;01;01;8
20151200009202;01;01;7
20151200009203;01;01;7
20151200009204;01;01;14
20151200009237;01;01;7
20151200009238;01;01;14
20151200009239;01;01;3
20151200009240;01;01;12
20151200009691;01;09;3
20151200009691;02;10;2
20151200009691;03;13;1
20151200010463;01;10;7
20151200010464;01;10;3
20151200010465;01;10;3
20151200010466;01;10;6
20151200010486;01;10;3
20151200010487;01;10;6
20151200010488;01;10;3
20151200010489;01;10;15
20151200011025;01;13;3
20151200011025;02;16;10
20151200011042;01;16;32
20151200011078;01;16;1
20151200011572;01;04;7
20151200011573;01;04;5
20151200011574;01;04;4
20151200011576;01;04;30
20151200011577;01;04;9
20151200011601;01;04;6
20151200011602;01;04;9
20151200011604;01;04;4
20151200011605;01;04;5
20151200011627;01;13;4
20151200011627;02;16;3
20151200011764;01;04;5
20151200011766;01;04;2
20151200012275;01;04;30
20151200012865;01;09;3
20151200013482;01;17;3
20151200013506;01;16;4
20151200013514;01;16;4
20151200014112;01;14;35
20151200014113;01;14;5
20151200014114;01;14;7
20151200014115;01;10;7
20151200014123;01;01;7
20151200014124;01;14;42
20151200014125;01;14;25
20151200014126;01;10;6
20151200014657;01;13;15
20151200014657;02;09;3
20151200014657;03;01;2
20151200014657;04;01;2
20151200015483;01;04;5
20151200015484;01;04;2
20151200015485;01;04;3
20151200015508;01;04;7
20151200015510;01;04;6
20151200015511;01;04;3
20151200015602;01;13;2
20151200015602;02;01;2
20151200015602;03;01;2
20151200015602;04;13;1
20151200015683;01;06;2
20151200015770;01;09;2
20151200015771;01;09;1
20151200015774;01;09;5
20151200015814;01;09;3
20151200016983;01;16;2
20151200016983;02;16;1
20151200016983;03;16;2
20151200016983;04;16;1
20151200016983;05;16;1
20151200016983;06;16;1
20151200017051;01;01;21
20151200017053;01;01;7
20151200017054;01;01;90
20151200017055;01;01;3
20151200017086;01;01;4
20151200017087;01;01;5
20151200017088;01;01;1
20151200017089;01;01;1
20151200017090;01;01;2
20151200017418;01;04;23
20151200017444;01;09;5
20151200017521;01;09;3
20151200017521;02;13;3
20151200017564;01;01;1
20151200017564;02;01;2
20151200017564;03;01;1
20151200017564;04;01;1
20151200017565;01;01;2
20151200017566;01;01;90
20151200017567;01;01;2
20151200017568;01;01;4
20151200017597;01;01;3
20151200017598;01;01;7
20151200017600;01;01;7
20151200017601;01;01;30
20151200017602;01;01;3
20151200017602;02;01;4
20151200017603;01;01;5
20151200017604;01;01;30
20151200017605;01;01;5
20151200017606;01;01;30
20151200017671;01;16;34
20151200019576;01;02;4
20151200019593;01;09;5
20151200019633;01;09;5
20151200019697;01;09;2
20151200019697;02;13;2
20151200019992;01;14;5
20151200019992;02;01;2
20151200019993;01;10;90
20151200019994;01;14;90
20151200019994;02;10;3
20151200019995;01;10;2
20151200019995;02;10;3
20151200020031;01;10;7
20151200020032;01;10;4
20151200020033;01;14;4
20151200020047;01;16;4
20151200020062;01;16;2
20151200020088;01;16;4
20151200021202;01;04;21
20151200021203;01;04;34
20151200021204;01;04;1
20151200021255;01;06;9
20151200021787;01;16;5
20151200021798;01;16;4
20151200021798;02;12;1
20151200021806;01;06;10
20151200021837;01;09;1
20151200023104;01;10;7
20151200023106;01;10;7
20151200023127;01;10;60
20151200023128;01;10;4
20151200023129;01;10;2
20151200023648;01;13;3
20151200023648;02;03;2
20151200023908;01;09;3
20151200023909;01;13;3
20151200023909;02;09;4
20151200023911;01;09;3
20151200023946;01;13;3
20151200023946;02;09;4
20151200023947;01;09;4
20151200023951;01;09;3
20151200024062;01;09;3
20151200024062;02;13;3
20151200024062;03;01;2
20151200024062;04;01;1
20151200024062;05;01;1
20151200024062;06;01;2
20151200024062;07;01;1
20151200025087;01;09;3
20151200025088;01;09;4
20151200025095;01;09;3
20151200025141;01;13;5
20151200025170;01;04;5
20151200026725;01;10;5
20151200026726;01;10;90
20151200026727;01;10;10
20151200026748;01;10;45
20151200026749;01;10;5
20151200026751;01;10;10
20151200027118;01;09;4
20151200027129;01;09;90
20151200027132;01;13;1
20151200027132;02;09;3
20151200027137;01;09;3
20151200027155;01;09;3
20151200027173;01;04;3
20151200027174;01;04;14
20151200027175;01;04;3
20151200027199;01;09;5
20151200027201;01;04;4
20151200027595;01;10;120
20151200027598;01;04;6
20151200027617;01;04;90
20151200027618;01;04;38
20151200027619;01;04;34
20151200027622;01;04;3
20151200029034;01;10;7
20151200029035;01;10;9
20151200029067;01;10;7
20151200029068;01;10;6
20151200029069;01;10;6
20151200029193;01;09;6
20151200029194;01;09;10
20151200031675;01;04;3
20151200031676;01;04;30
20151200031677;01;04;7
20151200031679;01;04;7
20151200031680;01;04;4
20151200031681;01;04;6
20151200031682;01;04;5
20151200031684;01;04;4
20151200031685;01;04;4
20151200031686;01;04;4
20151200031688;01;04;10
20151200031689;01;04;6
20151200031691;01;04;5
20151200031692;01;04;5
20151200031693;01;04;5
20151200031695;01;04;7
20151200031697;01;04;6
20151200033135;01;09;150
20151200033136;01;09;7
20151200033137;01;09;90
20151200033138;01;09;20
20151200033173;01;09;4
20151200033261;01;04;7
20151200033262;01;04;5
20151200033263;01;04;8
20151200033264;01;04;4
20151200033265;01;04;5
20151200033266;01;04;7
20151200033268;01;04;5
20151200033269;01;04;6
20151200033270;01;04;6
20151200033272;01;04;7
20151200033273;01;04;6
20151200033274;01;04;5
20151200033275;01;04;4
20151200033276;01;04;4
20151200033277;01;09;9
20151200033818;01;10;12
20151200033899;01;09;9
20151200033931;01;09;4
20151200034264;01;01;1
20151200034264;02;01;2
20151200034264;03;13;2
20151200034264;04;16;2
20151200034264;05;16;1
20151200034727;01;04;7
20151200034728;01;04;5
20151200034729;01;04;7
20151200034730;01;04;9
20151200034731;01;04;30
20151200034732;01;04;9
20151200034733;01;04;7
20151200034735;01;04;1
20151200034736;01;04;6
20151200034737;01;04;7
20151200034738;01;04;6
20151200034739;01;04;9
20151200034740;01;04;6
20151200034741;01;04;7
20151200034743;01;04;6
20151200035731;01;09;8
20151200035737;01;09;7
20151200035771;01;09;14
20161000000057;01;04;2
20161000000058;01;04;6
20161000000088;01;04;7
20161000000089;01;04;4
20161000000124;01;04;4
20161000000125;01;04;9
20161000000126;01;04;7
20161000000127;01;04;7
20161000000128;01;04;6
20161000000129;01;04;7
20161000000130;01;04;7
20161000000131;01;04;7
20161000000132;01;04;7
20161000000133;01;04;7
20161000000136;01;04;4
20161000000153;01;04;3
20161000000154;01;04;7
20161000000174;01;04;7
20161000000178;01;04;4
20161000000179;01;04;8
20161000000180;01;04;7
20161000000182;01;04;7
20161000000183;01;04;7
20161000000327;01;12;14
20161000000331;01;13;9
20161000000331;02;07;2
20161000000333;01;13;172
20161000000333;02;01;6
20161000000333;03;09;2
20161000000338;01;09;10
20161000000338;02;09;7
20161000000338;03;09;6
20161000000342;01;10;38
20161000000344;01;09;3
20161000000344;02;01;2
20161000000344;03;01;2
20161000000344;04;01;2
20161000000344;05;13;3
20161000000346;01;12;4
20161000000351;01;09;7
20161000000357;01;16;3
20161000000357;02;16;1
20161000000363;01;09;9
20161000000366;01;12;7
20161000000575;01;13;2
20161000000667;01;10;3
20161000000997;01;09;3
20161000001620;01;01;1
20161000001664;01;16;1
20161000001670;01;13;2
20161000001850;01;16;1
20161000001857;01;09;4
20161000001859;01;09;3
20161000001866;01;09;1
20161000001870;01;09;3
20161000001873;01;13;7
20161000001873;02;01;4
20161000001873;03;01;5
20161000001873;04;01;2
20161000001873;05;09;4
20161000001877;01;13;2
20161000001877;02;09;4
20161000001880;01;09;8
20161000001881;01;09;1
20161000001881;02;09;3
20161000001885;01;13;5
20161000001885;02;09;2
20161000001889;01;09;5
20161000001892;01;09;14
20161000001894;01;09;3
20161000001894;02;09;3
20161000001897;01;09;2
20161000001899;01;13;6
20161000001899;02;09;9
