A0_1;C9_0;ccaa_etapa;pernoc_etapa
0715EVA0002751;01;13;3
0715EVA0003890;01;04;7
0715EVA0003891;01;04;7
0715EVA0003921;01;04;7
0715EVA0007105;01;04;7
0715EVA0007106;01;04;7
0715EVA0007137;01;04;7
0815EVA0000287;01;01;16
0815EVA0000288;01;09;7
0815EVA0000288;02;13;4
0815EVA0000358;01;04;10
0815EVA0000364;01;04;7
0815EVA0000366;01;04;6
0815EVA0000375;01;04;7
0815EVA0000379;01;04;2
0815EVA0000595;01;09;6
0815EVA0000595;02;13;3
0815EVA0000595;03;10;2
0815EVA0000628;01;01;9
0815EVA0000816;01;13;5
0815EVA0000816;02;09;5
0815EVA0000817;01;04;10
0815EVA0000817;02;13;7
0815EVA0001479;01;09;4
0815EVA0001479;02;13;3
0815EVA0002193;01;09;5
0815EVA0002193;02;13;4
0815EVA0002270;01;13;2
0815EVA0002272;01;13;5
0815EVA0002634;01;16;4
0815EVA0002711;01;04;6
0815EVA0002722;01;04;4
0815EVA0002801;01;09;7
0815EVA0002801;02;13;4
0815EVA0003249;01;04;6
0815EVA0003250;01;04;14
0815EVA0003266;01;04;4
0815EVA0003268;01;04;5
0815EVA0003269;01;04;12
0815EVA0003270;01;04;4
0815EVA0003287;01;04;7
0815EVA0003294;01;04;5
0815EVA0003303;01;04;15
0815EVA0003304;01;04;7
0815EVA0003376;01;13;8
0815EVA0003740;01;04;4
0815EVA0003742;01;04;4
0815EVA0003774;01;04;5
0815EVA0004460;01;13;5
0815EVA0004460;02;10;14
0815EVA0004461;01;13;30
0815EVA0004845;01;10;12
0815EVA0005121;01;13;3
0815EVA0005482;01;10;14
0815EVA0005490;01;10;56
0815EVA0005708;01;04;7
0815EVA0005709;01;04;7
0815EVA0005721;01;04;7
0815EVA0005722;01;04;7
0815EVA0005736;01;04;4
0815EVA0005745;01;04;7
0815EVA0005746;01;04;7
0815EVA0005756;01;04;7
0815EVA0005757;01;04;7
0815EVA0005771;01;04;7
0815EVA0005801;01;09;4
0815EVA0005801;02;16;3
0815EVA0005801;03;13;4
0815EVA0006194;01;04;7
0815EVA0006195;01;04;7
0815EVA0006196;01;04;7
0815EVA0006200;01;04;11
0815EVA0006201;01;04;7
0815EVA0006202;01;04;7
0815EVA0006203;01;04;7
0815EVA0006215;01;04;10
0815EVA0006216;01;04;7
0815EVA0006217;01;04;21
0815EVA0006218;01;04;7
0815EVA0006219;01;04;7
0815EVA0006222;01;04;7
0815EVA0006225;01;04;7
0815EVA0006239;01;04;8
0815EVA0006240;01;04;7
0815EVA0006241;01;04;6
0815EVA0006242;01;04;7
0815EVA0006247;01;04;7
0815EVA0006426;01;10;4
0815EVA0006432;01;10;7
0815EVA0006439;01;10;7
0815EVA0006447;01;10;14
0815EVA0006636;01;09;6
0815EVA0006636;02;13;2
0815EVA0007542;01;10;19
0815EVA0007568;01;10;5
0815EVA0007662;01;13;2
0815EVA0007693;01;13;7
0815EVA0007695;01;04;10
0815EVA0007696;01;16;15
0815EVA0007723;01;04;7
0815EVA0007724;01;04;7
0815EVA0007742;01;04;10
0815EVA0007743;01;04;7
0815EVA0007753;01;04;7
0815EVA0007754;01;04;7
0815EVA0007756;01;04;7
0815EVA0007758;01;04;6
0815EVA0007771;01;04;7
0815EVA0008324;01;10;7
0815EVA0008325;01;10;50
0815EVA0008352;01;10;7
0815EVA0008353;01;10;7
0815EVA0008358;01;10;7
0815EVA0008455;01;04;7
0815EVA0008456;01;04;7
0815EVA0008493;01;04;7
0815EVA0008494;01;04;7
0815EVA0008586;01;01;2
0815EVA0008586;02;01;3
0815EVA0008586;03;01;3
0815EVA0008586;04;13;4
0815EVA0009048;01;10;5
0815EVA0011361;01;10;14
0815EVA0011362;01;10;7
0815EVA0011369;01;10;20
0815EVA0011387;01;10;7
0815EVA0011394;01;10;7
0815EVA0011395;01;10;30
0815EVA0011724;01;13;7
0815EVA0013196;01;10;3
0815EVA0013196;02;04;2
0815EVA0013196;03;13;2
0815EVA0013211;01;09;3
0815EVA0013211;02;13;3
0815EVA0013720;01;10;7
0815EVA0013747;01;10;5
0815EVA0013933;01;01;2
0815EVA0013933;02;13;6
0815EVA0014096;01;10;10
0815EVA0014108;01;10;2
0815EVA0014108;02;10;3
0815EVA0014108;03;14;5
0815EVA0014200;01;04;7
0815EVA0014201;01;04;14
0815EVA0014207;01;04;5
0815EVA0014208;01;04;7
0815EVA0014215;01;04;6
0815EVA0014216;01;04;10
0815EVA0014217;01;04;4
0815EVA0014218;01;04;6
0815EVA0014223;01;04;7
0815EVA0014235;01;04;7
0815EVA0014236;01;04;5
0815EVA0014241;01;04;7
0815EVA0014248;01;04;7
0815EVA0014249;01;04;5
0815EVA0014250;01;04;10
0815EVA0014251;01;04;5
0815EVA0014342;01;14;11
0815EVA0014345;01;13;5
0815EVA0014346;01;13;8
0915EVA0000080;01;01;1
0915EVA0000080;02;01;1
0915EVA0000080;03;13;2
0915EVA0000080;04;01;1
0915EVA0000080;05;09;3
0915EVA0000120;01;13;3
0915EVA0000154;01;13;9
0915EVA0000353;01;04;5
0915EVA0000354;01;04;15
0915EVA0000355;01;04;5
0915EVA0000356;01;04;3
0915EVA0000388;01;04;7
0915EVA0000389;01;04;9
0915EVA0000390;01;04;4
0915EVA0000391;01;04;15
0915EVA0000424;01;13;2
0915EVA0000481;01;07;5
0915EVA0000853;01;16;10
0915EVA0000902;01;10;6
0915EVA0000903;01;09;9
0915EVA0000905;01;09;3
0915EVA0000905;02;16;3
0915EVA0000905;03;13;4
0915EVA0001002;01;05;14
0915EVA0001002;02;13;4
0915EVA0001330;01;16;14
0915EVA0001831;01;14;15
0915EVA0001832;01;01;8
0915EVA0001832;02;01;12
0915EVA0002014;01;04;7
0915EVA0002015;01;04;6
0915EVA0002047;01;04;10
0915EVA0002048;01;04;4
0915EVA0002117;01;01;1
0915EVA0002117;02;01;2
0915EVA0002117;03;13;3
0915EVA0002117;04;01;1
0915EVA0002194;01;09;6
0915EVA0002194;02;13;3
0915EVA0002402;01;04;7
0915EVA0002403;01;04;9
0915EVA0002433;01;04;4
0915EVA0002434;01;04;4
0915EVA0002468;01;01;4
0915EVA0002468;02;09;4
0915EVA0002468;03;13;4
0915EVA0002565;01;13;7
0915EVA0003267;01;09;2
0915EVA0003453;01;01;12
0915EVA0003789;01;16;2
0915EVA0003789;02;16;2
0915EVA0004277;01;09;4
0915EVA0004277;02;09;10
0915EVA0004293;01;01;1
0915EVA0004293;02;01;1
0915EVA0004293;03;09;2
0915EVA0004293;04;13;2
0915EVA0004393;01;04;7
0915EVA0004394;01;04;4
0915EVA0004395;01;04;9
0915EVA0004426;01;04;10
0915EVA0004427;01;04;5
0915EVA0004483;01;04;7
0915EVA0004484;01;04;6
0915EVA0004485;01;04;7
0915EVA0004486;01;04;12
0915EVA0004487;01;04;7
0915EVA0004488;01;04;7
0915EVA0004491;01;04;7
0915EVA0004492;01;04;7
0915EVA0004493;01;04;7
0915EVA0004498;01;04;7
0915EVA0004499;01;04;8
0915EVA0004503;01;04;7
0915EVA0004504;01;04;7
0915EVA0004508;01;04;12
0915EVA0004510;01;04;7
0915EVA0004517;01;04;7
0915EVA0004518;01;04;7
0915EVA0004525;01;04;7
0915EVA0004528;01;04;10
0915EVA0004529;01;04;7
0915EVA0004530;01;04;7
0915EVA0004686;01;10;7
0915EVA0004687;01;10;3
0915EVA0004703;01;01;2
0915EVA0004703;02;10;4
0915EVA0004704;01;10;4
0915EVA0004715;01;10;3
0915EVA0004731;01;10;7
0915EVA0004732;01;10;7
0915EVA0004971;01;10;4
0915EVA0004974;01;10;4
0915EVA0004985;01;10;15
0915EVA0004986;01;10;8
0915EVA0004993;01;10;12
0915EVA0004994;01;10;4
0915EVA0005000;01;10;3
0915EVA0005002;01;10;7
0915EVA0005014;01;10;3
0915EVA0005015;01;10;12
0915EVA0005023;01;10;2
0915EVA0005167;01;10;20
0915EVA0005174;01;10;2
0915EVA0005174;02;10;3
0915EVA0005175;01;10;5
0915EVA0005182;01;01;7
0915EVA0005182;02;14;14
0915EVA0005194;01;10;7
0915EVA0005197;01;14;4
0915EVA0005201;01;10;3
0915EVA0005350;01;04;7
0915EVA0005374;01;04;7
0915EVA0005375;01;04;7
0915EVA0005872;01;01;2
0915EVA0005872;02;01;2
0915EVA0005872;03;13;3
0915EVA0005872;04;09;3
0915EVA0006030;01;10;3
0915EVA0006031;01;10;9
0915EVA0006037;01;10;4
0915EVA0006038;01;10;5
0915EVA0006039;01;10;3
0915EVA0006050;01;10;4
0915EVA0006056;01;10;5
0915EVA0006064;01;10;14
0915EVA0006065;01;10;5
0915EVA0006066;01;10;3
0915EVA0006067;01;10;5
0915EVA0006077;01;10;5
0915EVA0006381;01;13;4
0915EVA0006381;02;12;5
0915EVA0006381;03;09;5
0915EVA0006556;01;10;2
0915EVA0006557;01;10;7
