mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
062016;2;0415EVA0003177;2;2;15;09;8;1;1;1;1910.547491;227.71951353
062016;2;0415EVA0004041;2;2;15;13;5;1;1;6;2420.5229231;415.77796441
062016;2;0415EVA0006923;2;2;15;13;3;1;2;6;2245.5333595;379.37024832
062016;2;0515EVA0000037;2;2;10;13;4;1;2;6;1800.5620002;219.89520539
062016;2;0515EVA0000049;2;2;10;13;5;1;1;6;1639.8878994;309.71548278
062016;2;0515EVA0000050;2;2;10;01;10;3;3;6;1367.5522262;84.781568002
062016;2;0515EVA0000051;2;2;15;13;6;1;2;6;2091.9142541;220.53139338
062016;2;0515EVA0000106;2;2;10;12;14;3;3;6;1362.4624621;86.281853531
062016;2;0515EVA0000107;2;2;10;01;27;2;3;6;2861.9071176;142.56017913
062016;2;0515EVA0000277;2;2;10;13;8;1;1;6;1799.2930692;339.653727
062016;2;0515EVA0000278;2;2;10;02;80;2;3;6;5516.2769438;145.08290876
062016;2;0515EVA0000301;2;2;15;01;10;1;1;1;2094.6374492;189.55242912
062016;2;0515EVA0000302;2;2;15;13;7;1;1;6;1899.9342721;266.37190371
062016;2;0515EVA0000311;2;2;10;13;5;1;1;6;1646.5258314;336.62549915
062016;2;0515EVA0000473;2;2;15;01;8;1;1;1;2000.7037759;216.67136604
062016;2;0515EVA0000582;2;2;15;09;6;1;1;6;2907.334194;248.20486951
062016;2;0515EVA0002130;2;2;10;09;5;1;1;6;1386.3905051;245.94139914
062016;2;0515EVA0002131;2;2;10;13;8;3;3;6;911.00577852;99.896099143
062016;2;0515EVA0002213;2;2;03;04;7;1;1;1;806.60300361;125.05887336
062016;2;0515EVA0002215;2;2;03;04;7;1;1;1;765.95959031;125.05887336
062016;2;0515EVA0002216;2;2;03;04;7;1;1;1;732.39585633;125.05887336
062016;2;0515EVA0002233;2;2;03;04;7;1;1;1;796.46610108;125.05887336
062016;2;0515EVA0002234;2;2;03;04;6;1;1;1;700.01079601;127.02539958
062016;2;0515EVA0002242;2;2;03;04;7;1;1;1;991.77260434;125.05887336
062016;2;0515EVA0002260;2;2;03;04;7;1;1;1;1011.2554081;125.05887336
062016;2;0515EVA0002622;2;2;10;13;5;3;1;6;731.32034831;161.74784009
062016;2;0515EVA0003184;2;2;10;13;4;1;2;6;1800.5620002;219.89520539
062016;2;0515EVA0003540;2;2;15;09;7;1;1;1;1689.1303496;259.89148034
062016;2;0515EVA0004213;2;2;10;16;12;3;1;6;941.34126853;139.70418833
062016;2;0515EVA0004219;2;2;10;16;8;3;3;6;1041.766965;86.281853531
062016;2;0515EVA0005952;2;2;03;04;7;1;1;1;970.93710606;125.05887336
062016;2;0515EVA0005953;2;2;03;04;7;1;1;1;766.05539349;125.05887336
062016;2;0515EVA0005954;2;2;03;04;7;1;1;1;991.77260434;125.05887336
062016;2;0515EVA0005963;2;2;03;04;3;3;1;6;424.38814474;67.877925036
062016;2;0515EVA0005964;2;2;03;04;7;1;1;1;991.77260434;125.05887336
062016;2;0515EVA0005965;2;2;03;04;7;1;1;1;891.85134616;125.05887336
062016;2;0515EVA0007551;2;2;15;09;10;1;1;6;3522.5757575;162.22100112
062016;2;0515EVA0007563;2;2;10;13;4;1;2;6;1800.5620002;219.89520539
062016;2;0515EVA0009795;2;2;10;13;3;1;1;6;1324.5019331;313.62517032
062016;2;0515EVA0009796;2;2;10;13;4;1;2;6;1800.5620002;219.89520539
062016;2;0515EVA0010175;2;2;03;04;7;1;1;6;972.92663117;120.23767322
062016;2;0515EVA0010225;2;2;10;03;3;3;3;6;794.53246861;86.281853531
062016;2;0515EVB0004180;2;3;01;01;30;1;1;6;4315.028157;20.351512896
062016;2;0515EVB0004183;2;3;02;06;3;1;1;1;1050.2954294;145.98339851
062016;2;0515EVB0004184;8;3;03;06;2;1;1;1;554.00408003;104.98836121
062016;2;0615EVA0000234;2;2;14;13;10;3;3;6;1533.4321659;89.506757199
062016;2;0615EVA0000235;2;2;14;13;13;1;1;1;3456.1627218;68.140431631
062016;2;0615EVA0000236;2;2;14;09;6;1;1;1;1239.6594241;111.26112402
