A0_1;C9_0;ccaa_etapa;pernoc_etapa
0715EVA0003890;01;04;7
0715EVA0003891;01;04;7
0715EVA0003921;01;04;7
0715EVA0006743;01;04;7
0715EVA0006744;01;04;7
0715EVA0006745;01;04;11
0715EVA0007105;01;04;7
0715EVA0007106;01;04;7
0715EVA0007137;01;04;7
0814EVA0000325;01;06;11
0814EVA0000325;02;16;4
0814EVA0000326;01;01;12
0814EVA0000326;02;01;3
0814EVA0000360;01;12;20
0814EVA0000925;01;04;6
0814EVA0000926;01;01;9
0814EVA0000947;01;01;9
0814EVA0000947;02;01;5
0814EVA0000948;01;07;15
0814EVA0000948;02;07;3
0814EVA0000975;01;13;4
0814EVA0000976;01;13;1
0814EVA0000977;01;13;3
0814EVA0000978;01;13;3
0814EVA0000978;02;07;1
0814EVA0000978;03;03;6
0814EVA0000979;01;01;4
0814EVA0000981;01;13;8
0814EVA0000982;01;13;1
0814EVA0002087;01;04;10
0814EVA0002088;01;04;7
0814EVA0002873;01;04;7
0814EVA0002874;01;04;7
0814EVA0002909;01;04;7
0814EVA0002910;01;04;7
0814EVA0004269;01;03;20
0814EVA0005055;01;15;5
0814EVA0005056;01;13;3
0814EVA0005058;01;13;4
0814EVA0005059;01;12;9
0814EVA0005060;01;13;35
0814EVA0005060;02;09;2
0814EVA0005060;03;01;2
0814EVA0005064;01;10;2
0814EVA0005070;01;13;2
0814EVA0005078;01;13;3
0814EVA0005081;01;13;23
0814EVA0005081;02;09;4
0814EVA0005081;03;01;3
0814EVA0005082;01;03;16
0814EVA0005084;01;13;4
0814EVA0005085;01;01;15
0814EVA0005086;01;01;35
0814EVA0008643;01;13;3
0814EVA0008644;01;10;6
0814EVA0008645;01;13;5
0814EVA0008645;02;05;7
0814EVA0008646;01;13;35
0814EVA0008646;02;01;4
0814EVA0008656;01;13;3
0814EVA0008667;01;13;5
0814EVA0008668;01;13;7
0814EVA0008668;02;10;7
0814EVA0008668;03;01;6
0814EVA0008669;01;10;10
0814EVA0008669;02;09;2
0814EVA0008669;03;13;4
0814EVA0008670;01;13;5
0814EVA0010635;01;04;7
0814EVA0010636;01;04;7
0814EVA0010668;01;04;7
0814EVA0010724;01;13;2
0814EVA0010725;01;16;5
0814EVA0010725;02;13;2
0814EVA0010726;01;13;1
0814EVA0013614;01;15;7
0814EVA0013615;01;13;4
0814EVA0013617;01;04;11
0814EVA0013619;01;12;14
0814EVA0013620;01;01;18
0814EVA0013620;02;01;5
0814EVA0013639;01;05;12
0814EVA0013647;01;13;5
0815EVA0000287;01;01;16
0815EVA0000288;01;09;7
0815EVA0000288;02;13;4
0815EVA0000291;01;12;22
0815EVA0000292;01;13;3
