mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
102016;2;1014EVA0000255;2;2;15;13;37;2;3;6;6287.1779429;247.24969842
102016;2;1014EVA0000325;2;2;14;09;8;1;1;1;1607.326765;82.884824368
102016;2;1014EVA0000446;2;2;10;04;14;1;1;6;1953.9062769;159.12980023
102016;2;1014EVA0000479;2;2;10;09;2;1;1;6;845.44483695;858.21035092
102016;2;1014EVA0000481;2;2;10;09;5;1;1;6;1385.6658231;516.13809712
102016;2;1014EVA0000514;2;2;10;09;8;1;1;1;1595.0799792;336.7942504
102016;2;1014EVA0000517;2;2;10;06;30;3;3;6;1838.3247386;350.5401185
102016;2;1014EVA0000518;2;2;10;04;14;1;1;6;1474.0790463;159.12980023
102016;2;1014EVA0000519;2;2;10;09;11;1;1;6;1850.5880187;186.68535608
102016;2;1014EVA0000520;2;2;10;09;10;1;1;6;1749.9129873;221.166594
102016;2;1014EVA0000521;2;2;10;09;14;1;1;6;1651.4714169;112.27483372
102016;2;1014EVA0000608;2;2;10;01;5;1;2;6;1780.0233893;287.56134249
102016;2;1014EVA0000609;2;2;10;13;14;2;3;6;2113.553813;224.62507012
102016;2;1014EVA0000635;2;2;14;09;10;1;1;6;2791.9321168;78.242395611
102016;2;1014EVA0000636;2;2;14;12;22;2;1;6;2969.198651;65.718309007
102016;2;1014EVA0000980;2;2;03;04;10;3;1;6;643.72467021;136.07275346
102016;2;1014EVA0000981;2;2;03;04;1;1;2;6;371.3600061;141.45229367
102016;2;1014EVA0001006;2;2;03;04;7;1;1;6;798.51915487;178.80746965
102016;2;1014EVA0001008;2;2;03;04;3;1;1;6;648.68977197;204.0524405
102016;2;1014EVA0001250;2;2;03;04;6;2;1;6;648.13136836;265.71665216
102016;2;1014EVA0001251;2;2;03;04;4;1;1;6;810.36822365;197.42527853
102016;2;1014EVA0001279;2;2;03;04;20;3;1;6;958.37278768;136.07275346
102016;2;1014EVA0001280;2;2;03;04;2;1;1;6;504.54038704;210.90206272
102016;2;1014EVA0001307;2;2;14;13;12;1;1;6;3086.6232936;79.595168812
102016;2;1014EVA0001341;2;2;10;13;4;1;1;6;1495.8651729;478.32759705
102016;2;1014EVA0001342;2;2;14;09;7;3;3;6;1338.5972783;68.775813975
102016;2;1014EVA0001343;2;2;14;09;4;1;1;1;1152.3948201;139.49241456
102016;2;1014EVA0001344;2;2;14;13;10;3;3;6;1483.264531;107.18568122
102016;2;1014EVA0001345;2;2;14;09;5;1;2;6;2228.9034469;79.306161866
102016;2;1014EVA0001346;2;2;14;17;5;1;2;6;2026.0408059;83.819118068
102016;2;1014EVA0001391;2;2;10;09;12;1;3;6;2008.9674585;82.932519404
102016;2;1014EVA0001392;2;2;10;09;11;1;1;1;2127.1361019;202.55214044
102016;2;1014EVA0001393;2;2;10;09;15;1;1;1;2890.1109992;102.825239
102016;2;1014EVA0001485;2;2;14;13;7;1;1;6;1855.9507141;133.46458064
102016;2;1014EVA0001743;2;2;10;09;4;1;1;6;1221.0980761;611.47005513
102016;2;1014EVA0001758;2;2;10;09;11;1;1;1;2229.5971603;202.55214044
102016;2;1014EVA0001759;2;2;10;09;12;1;1;1;2171.7070173;170.97301079
102016;2;1014EVA0001791;2;2;10;09;8;1;1;1;1595.0799792;336.7942504
102016;2;1014EVA0001794;2;2;10;09;10;1;1;6;1765.5254797;310.41170153
102016;2;1014EVA0001825;2;2;10;09;13;1;2;6;3002.4727258;73.630620645
102016;2;1014EVA0001826;2;2;10;09;14;1;1;6;2166.9103861;112.27483372
102016;2;1014EVA0001920;2;2;14;13;21;1;1;6;3618.7791978;27.440192908
102016;2;1014EVA0002046;2;2;02;04;7;1;1;6;1072.5339415;84.973698541
102016;2;1014EVA0002256;2;2;10;13;5;1;1;6;1175.063209;391.12131733
102016;2;1014EVA0002257;2;2;10;13;12;1;1;6;2198.7000009;155.09801646
102016;2;1014EVA0002258;2;2;10;13;4;1;2;6;1802.017563;310.39561035
102016;2;1014EVA0002402;2;2;02;04;7;1;1;1;1096.5787027;92.195793403
102016;2;1014EVA0002403;2;2;02;04;10;1;1;6;1277.1059667;60.088343558
102016;2;1014EVA0002406;2;2;02;04;8;3;3;6;692.48091573;60.628109368
102016;2;1014EVA0002407;2;2;02;04;5;2;2;6;1167.1704992;145.97815598
102016;2;1014EVA0002440;2;2;02;04;5;1;1;1;980.35849029;116.15572836
