A0_1;C9_0;ccaa_etapa;pernoc_etapa
0714EVA0000124;01;10;7
0714EVA0000124;02;10;4
0714EVA0000125;01;04;7
0714EVA0000126;01;14;14
0714EVA0000126;02;16;3
0714EVA0000126;03;02;1
0714EVA0000126;04;10;1
0714EVA0000136;01;10;7
0714EVA0000139;01;10;17
0714EVA0000141;01;10;7
0714EVA0000390;01;10;21
0714EVA0000391;01;10;14
0714EVA0000392;01;10;13
0714EVA0000393;01;10;4
0714EVA0000394;01;14;7
0714EVA0000405;01;10;7
0714EVA0000406;01;10;14
0714EVA0000408;01;10;14
0714EVA0007161;01;04;7
0714EVA0007162;01;04;14
0714EVA0007163;01;04;7
0714EVA0007165;01;04;30
0714EVA0007197;01;04;7
0714EVA0007198;01;04;7
0714EVA0007199;01;04;5
0714EVA0009608;01;04;7
0714EVA0009609;01;04;6
0714EVA0009610;01;04;11
0714EVA0009636;01;04;10
0714EVA0009637;01;04;10
0714EVA0009638;01;04;10
0714EVA0009985;01;04;14
0714EVA0009986;01;04;7
0714EVA0010022;01;04;7
0714EVA0010023;01;04;7
0714EVA0010564;01;14;14
0714EVA0010565;01;14;14
0714EVA0010566;01;14;14
0714EVA0010581;01;14;14
0714EVA0010582;01;10;7
0715EVA0000007;01;05;7
0715EVA0000025;01;05;14
0715EVA0000027;01;05;7
0715EVA0000135;01;13;6
0715EVA0000169;01;10;22
0715EVA0000327;01;09;11
0715EVA0000348;01;09;12
0715EVA0000672;01;05;7
0715EVA0000996;01;16;2
0715EVA0000996;02;16;2
0715EVA0001054;01;13;21
0715EVA0001063;01;09;5
0715EVA0001063;02;10;2
0715EVA0001063;03;13;5
0715EVA0001063;04;01;2
0715EVA0001066;01;09;3
0715EVA0001066;02;10;1
0715EVA0001066;03;13;3
0715EVA0001069;01;13;3
0715EVA0001069;02;01;2
0715EVA0001069;03;01;3
0715EVA0001069;04;01;2
0715EVA0001199;01;05;28
0715EVA0001203;01;05;14
0715EVA0001232;01;05;7
0715EVA0001233;01;05;7
0715EVA0001416;01;05;7
0715EVA0001437;01;05;14
0715EVA0001693;01;05;6
0715EVA0001710;01;05;7
0715EVA0001711;01;05;7
0715EVA0001743;01;13;4
0715EVA0001744;01;13;120
0715EVA0001744;02;01;3
0715EVA0001744;03;01;1
0715EVA0001744;04;01;1
0715EVA0001744;05;09;4
0715EVA0002037;01;09;14
0715EVA0002038;01;09;10
0715EVA0002326;01;10;4
0715EVA0002333;01;10;8
0715EVA0002336;01;10;2
0715EVA0002337;01;10;4
0715EVA0002342;01;10;1
0715EVA0002342;02;10;2
0715EVA0002351;01;10;1
0715EVA0002351;02;10;6
0715EVA0002355;01;10;1
0715EVA0002355;02;09;2
0715EVA0002355;03;10;2
0715EVA0002361;01;10;1
0715EVA0002361;02;10;8
0715EVA0002361;03;10;1
0715EVA0002362;01;10;5
0715EVA0002597;01;09;14
0715EVA0002751;01;13;3
0715EVA0002835;01;14;10
0715EVA0002836;01;10;14
0715EVA0002837;01;12;8
0715EVA0002837;02;01;6
0715EVA0002849;01;10;12
0715EVA0002850;01;10;10
0715EVA0003038;01;05;14
0715EVA0003074;01;10;14
0715EVA0003075;01;10;8
0715EVA0003083;01;10;6
0715EVA0003084;01;10;15
0715EVA0003098;01;10;14
0715EVA0003099;01;10;6
0715EVA0003100;01;10;3
0715EVA0003107;01;10;5
0715EVA0003108;01;10;8
0715EVA0003109;01;10;7
0715EVA0003225;01;09;12
0715EVA0003257;01;09;12
0715EVA0003258;01;09;10
0715EVA0003294;01;09;3
0715EVA0003294;02;09;8
0715EVA0003295;01;09;11
0715EVA0003322;01;09;14
0715EVA0003353;01;09;21
0715EVA0003356;01;09;2
0715EVA0003383;01;09;14
0715EVA0003384;01;09;7
0715EVA0003612;01;09;2
0715EVA0003612;02;13;2
0715EVA0003778;01;01;1
0715EVA0003778;02;05;2
0715EVA0003778;03;01;2
0715EVA0003778;04;10;2
0715EVA0003781;01;10;5
0715EVA0003782;01;10;10
0715EVA0003783;01;10;3
0715EVA0003784;01;10;4
0715EVA0003800;01;10;5
0715EVA0003801;01;10;10
0715EVA0003806;01;10;1
0715EVA0003808;01;10;14
0715EVA0003890;01;04;7
0715EVA0003891;01;04;7
0715EVA0003921;01;04;7
0715EVA0004120;01;05;7
0715EVA0004121;01;05;7
0715EVA0004137;01;05;14
0715EVA0004138;01;05;7
0715EVA0004139;01;05;7
0715EVA0004168;01;09;7
0715EVA0004168;02;09;7
0715EVA0004184;01;09;3
0715EVA0004184;02;13;3
0715EVA0004453;01;13;3
0715EVA0004459;01;09;4
0715EVA0004459;02;13;4
0715EVA0004577;01;10;6
0715EVA0004583;01;10;2
0715EVA0004587;01;10;4
0715EVA0004597;01;10;6
0715EVA0004598;01;10;2
0715EVA0004601;01;10;2
0715EVA0004604;01;10;12
0715EVA0004609;01;10;4
0715EVA0004612;01;10;4
0715EVA0004613;01;10;4
0715EVA0004614;01;10;8
0715EVA0004626;01;10;9
0715EVA0004629;01;10;2
0715EVA0004792;01;05;7
0715EVA0004809;01;05;7
0715EVA0004810;01;05;7
0715EVA0005203;01;10;7
0715EVA0005217;01;10;25
0715EVA0005218;01;10;10
0715EVA0005233;01;10;7
0715EVA0005245;01;10;10
0715EVA0005362;01;10;10
0715EVA0005831;01;10;60
0715EVA0005858;01;10;8
0715EVA0005889;01;09;14
0715EVA0005944;01;05;7
0715EVA0005955;01;05;7
0715EVA0005968;01;05;7
0715EVA0006356;01;09;8
0715EVA0006394;01;09;7
0715EVA0006413;01;09;18
0715EVA0006481;01;05;14
0715EVA0006482;01;05;11
0715EVA0006645;01;13;3
0715EVA0006647;01;01;14
0715EVA0006743;01;04;7
0715EVA0006744;01;04;7
0715EVA0006745;01;04;11
0715EVA0007035;01;09;7
0715EVA0007036;01;09;15
0715EVA0007040;01;09;13
0715EVA0007041;01;09;3
0715EVA0007042;01;09;7
0715EVA0007048;01;09;11
0715EVA0007063;01;09;4
0715EVA0007105;01;04;7
0715EVA0007106;01;04;7
0715EVA0007137;01;04;7
0715EVA0007187;01;13;4
0715EVA0007567;01;09;7
0715EVA0007571;01;09;5
0715EVA0007586;01;09;10
0715EVA0007595;01;09;14
0715EVA0007596;01;09;5
0715EVA0007942;01;09;14
0715EVA0007943;01;09;7
0715EVA0008028;01;09;35
0715EVA0008112;01;10;7
0715EVA0008113;01;10;7
0715EVA0008124;01;10;7
0715EVA0008137;01;10;5
0715EVA0008139;01;10;5
0715EVA0008313;01;10;10
0715EVA0008789;01;10;30
0715EVA0008803;01;10;7
0715EVA0008817;01;10;7
0715EVA0008830;01;10;5
0715EVA0008846;01;09;7
0715EVA0008976;01;09;5
0715EVA0009026;01;09;4
0715EVA0009026;02;05;10
0715EVA0009026;03;13;4
0715EVA0009027;01;12;31
0715EVA0009132;01;10;3
0715EVA0009133;01;10;5
0715EVA0009134;01;10;3
0715EVA0009155;01;10;3
0715EVA0009156;01;10;10
0715EVA0009157;01;10;10
0715EVA0009376;01;09;10
0715EVA0009376;02;09;7
0715EVA0009424;01;05;7
0715EVA0009783;01;09;1
0715EVA0009783;02;09;4
0715EVA0009783;03;09;4
0715EVA0009783;04;09;14
0715EVA0009784;01;09;12
0715EVA0009785;01;09;4
0715EVA0009785;02;09;7
0715EVA0009786;01;09;2
0715EVA0009786;02;10;14
0715EVA0009792;01;05;7
0715EVA0010669;01;09;5
0715EVA0010679;01;09;35
0715EVA0010736;01;02;3
0715EVA0010736;02;09;4
0715EVA0010737;01;09;7
0715EVA0010761;01;05;7
0715EVA0010788;01;05;14
0715EVA0010952;01;09;7
0715EVA0010953;01;09;4
0715EVA0010953;02;10;4
0715EVA0010953;03;09;4
0715EVA0010954;01;09;7
0715EVA0010986;01;09;15
0715EVA0010987;01;09;7
0715EVA0010987;02;09;4
0715EVA0011011;01;09;2
0715EVA0011018;01;09;14
0715EVA0011019;01;09;14
0715EVA0011020;01;09;4
0715EVA0011021;01;09;21
0715EVA0011029;01;09;7
0715EVA0011044;01;05;10
0715EVA0011103;01;13;5
0715EVA0011275;01;10;7
0715EVA0011276;01;10;5
0715EVA0011556;01;10;9
0715EVA0011561;01;10;5
0715EVA0011563;01;10;4
0715EVA0011564;01;10;14
0715EVA0011587;01;10;10
0715EVA0011741;01;09;10
0715EVA0011809;01;09;3
0715EVA0011828;01;09;7
0715EVA0011880;01;05;20
0715EVA0011881;01;08;8
0715EVA0011906;01;10;26
0715EVA0011908;01;10;10
0715EVA0011911;01;10;4
0715EVA0011920;01;10;10
0715EVA0011921;01;10;7
0715EVA0011922;01;10;5
0715EVA0011926;01;10;5
0715EVA0012427;01;09;15
0715EVA0012633;01;10;15
0715EVA0012633;02;13;2
0715EVA0012634;01;13;6
0715EVB0006220;01;11;2
0715EVB0008759;01;16;30
0715EVC0000474;01;09;15
0715EVC0000475;01;09;30
0715EVC0000481;01;02;1
0715EVC0000485;01;10;30
0715EVC0000488;01;09;15
0715EVC0000500;01;09;30
0715EVC0000543;01;16;6
0715EVC0000801;01;09;15
0715EVC0000802;01;07;2
0715EVC0000808;01;13;2
0715EVC0000808;02;10;5
0715EVC0000808;03;09;10
0715EVC0000809;01;09;15
0715EVC0000817;01;10;30
0715EVC0000818;01;09;30
0715EVC0000823;01;09;6
0715EVC0000828;01;09;30
0715EVC0000830;01;09;15
0715EVC0000866;01;09;1
0715EVC0000866;02;13;5
0715EVC0000866;03;01;3
0715EVC0000866;04;12;2
0715EVC0000866;05;16;2
0715EVC0001246;01;09;12
0715EVC0001252;01;09;21
0715EVC0001256;01;09;21
0715EVC0001259;01;01;10
0715EVC0001259;02;13;5
0715EVC0001259;03;09;1
0715EVC0001262;01;09;15
