mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
032017;2;20160100009859;8;2;10;13;7;3;3;6;804.70229831;388.88655838
032017;2;20160100010954;2;2;10;08;3;3;3;6;611.81453769;266.84646857
032017;2;20160100010956;2;2;10;13;3;1;2;6;1531.6400451;530.94959991
032017;2;20160100010997;2;2;10;13;5;3;3;6;775.34387815;388.88655838
032017;2;20160100010998;2;2;10;13;4;1;1;6;1444.4546902;2135.8835106
032017;2;20160200003322;2;3;13;09;2;1;1;1;465.19248007;736.44633894
032017;2;20160300016669;2;2;15;10;34;3;3;6;7392.6400439;74.491223268
032017;2;20160300018246;2;2;04;14;7;1;1;6;843.73181514;182.0910376
032017;2;20160300018247;2;2;04;10;4;3;1;6;529.2066632;149.60872456
032017;2;20160300018248;2;2;04;14;7;3;3;6;675.08978283;79.496932906
032017;2;20160300018279;2;2;04;10;9;3;1;6;1204.6241989;598.43489823
032017;2;20160300018280;2;2;04;10;7;2;1;6;805.08928579;2846.2114854
032017;2;20160300018281;2;2;04;14;4;3;3;6;548.14547316;96.674062129
032017;2;20160300031127;2;2;10;13;4;1;2;6;1816.0905813;481.53417271
032017;2;20170100000180;2;2;05;04;2;1;1;6;441.27450369;53.498094726
032017;2;20170100000182;2;2;05;04;9;3;1;6;594.87494068;56.075550132
032017;2;20170100000190;2;2;05;04;3;1;1;6;544.55124696;41.410371883
032017;2;20170100000191;2;2;05;04;3;1;1;6;580.72070854;82.820743766
032017;2;20170100000348;8;2;15;16;7;1;1;6;3081.8885391;896.14429582
032017;2;20170100001050;2;2;15;09;3;1;1;6;2537.2458914;421.12357758
032017;2;20170100001384;2;2;14;03;16;3;3;6;1948.7490587;96.543254377
032017;2;20170100001484;2;2;10;13;17;3;3;6;1622.9811257;388.88655838
032017;2;20170100002805;2;2;15;01;21;3;3;6;2844.6080232;219.89962638
032017;2;20170100002867;2;2;15;12;17;3;3;6;2982.5331466;174.10853972
032017;2;20170100003103;8;2;14;13;3;2;1;6;1466.8523751;909.7846877
032017;2;20170100003864;2;2;10;09;7;1;1;1;1454.3749596;260.74690074
032017;2;20170100003866;2;2;10;09;4;1;1;6;1119.559145;581.33323741
032017;2;20170100003921;2;2;10;13;7;1;1;1;2398.2522018;454.67105531
032017;2;20170100003922;2;2;10;09;6;1;1;1;1268.0485016;310.63152074
032017;2;20170100003955;2;2;10;16;5;1;1;6;1639.6588017;161.73775787
032017;2;20170100006074;2;2;10;13;7;3;3;6;732.19683362;388.88655838
032017;2;20170100006345;2;2;14;03;1;3;3;6;828.77729569;96.543254377
032017;2;20170100007549;2;2;10;09;10;1;1;1;1965.6569845;154.21977025
032017;2;20170100007550;2;2;10;09;7;1;1;1;1093.0116916;391.12035111
032017;2;20170100008211;2;2;10;09;5;1;1;6;1024.1397668;325.31757583
032017;2;20170100008213;2;2;10;05;12;1;1;6;2146.890174;946.10487263
032017;2;20170100009952;2;2;14;15;14;3;3;6;1743.1649681;96.543254377
032017;2;20170100010071;2;2;05;04;5;3;2;6;550.05135943;37.926638098
032017;2;20170100010072;2;2;05;04;30;3;2;6;1296.2551704;37.926638098
032017;2;20170100010075;2;2;05;04;14;3;1;6;815.11832222;56.075550132
032017;2;20170100010078;2;2;05;04;10;3;1;6;635.32920771;56.075550132
032017;2;20170100010079;2;2;05;04;30;3;3;6;1249.4353497;32.995792876
032017;2;20170100010080;2;2;05;04;1;3;2;6;234.63968717;37.926638098
032017;2;20170100010081;2;2;05;04;9;1;2;6;988.56563132;6.0242755326
032017;2;20170100011220;2;2;10;09;1;1;1;6;698.90700483;327.62950281
032017;2;20170100011221;2;2;10;09;1;1;1;6;698.90700483;655.25900562
032017;2;20170100011222;2;2;10;09;1;1;1;6;698.90700483;655.25900562
032017;2;20170100011323;8;2;10;09;2;1;1;6;671.18912912;1100.0606409
032017;2;20170100015937;2;2;14;14;7;2;1;6;1354.7902459;114.46785042
032017;2;20170100017518;2;2;14;09;7;1;1;6;1993.3608258;154.40669599
032017;2;20170100018067;2;2;14;13;4;1;1;6;1749.0914209;271.83844591
032017;2;20170100018599;2;2;15;16;3;1;1;6;2751.1466396;387.56384951
032017;2;20170100021258;2;2;15;13;3;2;2;6;2799.9587031;554.85253008
032017;2;20170100022002;2;2;14;13;2;3;2;6;934.40820679;161.72203059
032017;2;20170100023883;2;2;14;10;14;3;1;1;1628.9563954;169.9547279
032017;2;20170100025757;2;2;14;07;14;3;3;6;2070.9473243;289.62976313
032017;2;20170100025763;2;2;15;03;4;3;3;6;2247.6848787;174.10853972
032017;2;20170100026823;2;2;10;09;1;1;1;6;610.66642343;655.25900562
032017;2;20170100026915;2;2;10;09;7;1;1;1;1092.8297279;391.12035111
032017;2;20170100028824;2;2;15;01;9;3;3;6;3343.966908;439.79925277
032017;2;20170100028825;2;2;15;13;5;1;1;6;3256.8626431;395.72044381
032017;2;20170100028941;2;2;15;07;9;1;2;6;3688.9146975;177.37165128
032017;2;20170100028942;2;2;15;12;1;1;1;1;356.95435931;502.1701682
032017;2;20170100028946;2;2;15;13;6;1;1;6;2223.8224977;281.0099544
032017;2;20170100029546;2;2;10;13;6;1;1;6;1564.1098421;928.61006299
032017;2;20170100029596;2;2;14;13;7;1;2;6;2352.600737;285.61347668
032017;2;20170100029603;2;2;14;13;9;1;2;6;2741.196613;120.66835102
032017;2;20170100029810;8;2;14;13;21;1;2;6;4945.3599747;43.919910368
032017;2;20170100029811;8;2;14;13;5;1;2;6;2254.895751;169.00673907
032017;2;20170100030165;2;2;10;13;14;3;1;6;1362.5153921;660.90327883
032017;2;20170100030206;2;2;14;13;8;1;1;6;3237.0241892;368.0278252
032017;2;20170200000132;2;2;02;14;8;3;3;6;785.76677268;9.4174797191
032017;2;20170200000133;2;2;02;10;7;2;1;6;963.05344641;62.058590537
032017;2;20170200000166;2;2;02;14;7;1;1;6;840.72180411;46.842793973
032017;2;20170200000167;2;2;02;14;3;1;3;6;914.5655043;46.269956904
032017;2;20170200000170;2;2;02;14;3;3;1;6;483.82478467;53.73421908
032017;2;20170200000206;2;4;14;09;5;1;1;6;1789.1101558;178.71196699
032017;2;20170200000210;2;4;03;09;34;2;3;6;1917.7518559;89.176090101
032017;2;20170200000211;2;4;03;09;18;1;1;6;1588.0625157;14.587110827
032017;2;20170200000221;2;4;10;09;5;1;1;6;1089.5417156;193.7450309
032017;2;20170200000224;2;4;03;09;40;3;1;6;1461.7409699;238.98707258
032017;2;20170200000227;2;4;03;09;1;2;2;6;225.87201245;102.50244051
032017;2;20170200000239;2;4;03;09;180;2;3;6;7804.845328;89.176090101
032017;2;20170200000240;2;4;08;09;2;3;1;6;371.47495074;208.46273592
032017;2;20170200000243;2;4;03;09;3;1;1;6;561.23761803;157.60988689
032017;2;20170200000246;2;4;03;09;1;1;1;6;267.58680928;216.47048026
